nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_swapcached,pgpromote_success,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgdemote_kswapd,pgdemote_direct,pgscan_kswapd,pgscan_direct,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-08-17 09:41:42,118"
-1522723,1714725,1204,-118247,-43451,0,-5,0,0,0,0,2104572,157,157,0,2219,2102510,1714725,1204,-118247,-43451,0,-7291,54,0,0,721,144,1761,1,1761,0,1274,6870,1710361,-16127,-156121,-5,0,0,-248,0,0,0,0,0,388219,270,10,388234,0,0,0,0,32,4211,5936,0,-336802,-168195,8260,1552948,157,388219,0,388939,1715790,0,0,0,7,1274,0,0,0,0,550467,24745,68849,0,2098890,175,0,72537,189,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,0,0,0,0,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,"2024-08-17 09:41:52,120"
-3884260,4058391,1204,-105347,-43251,0,-6,0,0,0,0,4466083,157,157,0,2363730,2102510,4058391,1204,-105347,-43251,0,-7263,46,0,0,720,160,1887,1,1887,0,1387,6870,4054027,-15919,-143008,-6,0,0,-248,0,0,0,0,0,388219,270,16,388241,0,0,0,0,32,8759,5950,0,-806374,-402695,60496,1552976,160,388219,0,388939,4077311,0,0,0,7,1274,0,0,0,0,550616,24745,68849,0,4442936,186,0,72537,216,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,1268163,0,272,272,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,"2024-08-17 09:42:02,122"
-8691269,8855528,1204,-105347,-42753,0,-6,0,0,0,0,9273251,157,157,0,7170898,2102510,8855528,1204,-105347,-42753,0,-7263,48,0,0,710,162,2392,1,2392,0,1889,6870,8851166,-15530,-142501,-6,0,0,-248,0,0,0,0,0,388219,270,21,388246,0,0,0,0,32,18130,5951,0,-1767442,-882642,62524,1552996,162,388219,0,388939,8884478,0,0,0,7,1274,0,0,0,0,550749,24745,68849,0,9240726,206,0,72537,235,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,3758531,0,844,844,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,"2024-08-17 09:42:12,124"
-13492484,13647343,1205,-105347,-42746,0,-6,0,0,0,0,14074572,157,157,0,11972219,2102510,13647343,1205,-105347,-42746,0,-7263,50,0,0,710,163,2392,1,2392,0,1889,6870,13642976,-15530,-142499,-6,0,0,-248,0,0,0,0,0,388219,270,27,388252,0,0,0,0,32,27521,5951,0,-2727449,-1362060,62528,1553020,163,388219,0,388939,13685798,0,0,0,7,1274,0,0,0,0,550888,24746,68849,0,14032894,207,0,72537,246,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,6642115,0,1200,1200,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,"2024-08-17 09:42:22,125"
-15439554,14436909,1205,1023969,-18884,0,-6,0,0,0,0,16019633,157,157,0,13917280,2102510,14436909,1205,1023969,-18884,0,-4647,82,0,0,710,163,2441,1,2441,0,1889,6870,14432535,-15491,1010710,-6,0,0,-248,0,0,0,0,0,388219,270,32,388257,0,0,0,0,32,29108,5951,0,-2886189,-1441333,4675360,1553040,163,388219,0,388939,15630858,0,0,0,7,1274,0,0,0,0,551017,47441,68849,0,15768997,209,0,72537,247,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,8346077,0,947789,947789,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,"2024-08-17 09:42:32,126"
-16850850,14437185,1206,2398576,13036,0,-6,0,0,0,0,17428158,157,157,0,15325805,2102510,14437185,1206,2398576,13036,0,-1463,125,0,0,646,410,5429,1,5429,0,4003,6870,14432716,-14388,2417512,-6,0,0,-242,0,0,0,0,0,388219,270,38,388263,0,0,0,0,112,29119,6185,0,-2887142,-1441809,10302844,1553064,410,388219,0,388939,17039376,0,0,0,7,1274,0,0,0,0,551777,75054,68849,0,16523643,486,0,72537,281,484333,61807,0,0,2012134,639876,0,2459197,192813,382419,163721,0,0,126252,2194,33,0,34,382556,0,0,0,9722333,0,1701105,1701105,0,1582,4,0,0,0,2125,48071,3282,0,0,0,18,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,91,0,0,0,0,0,0,0,"2024-08-17 09:42:42,128"
-17750279,14434920,1203,3263684,46321,0,-6,0,0,0,0,18828774,4627,4627,0,16726422,2106980,14434920,1203,3263684,46316,0,1455,175,0,0,6217,477,5594,1,5594,0,4080,6892,14430525,-14342,3315988,-6,0,0,-242,0,0,0,0,0,390522,270,43,390571,0,0,0,0,112,29119,6153,0,-2885503,-1440990,15919124,1562296,477,390522,0,388939,18444483,0,0,0,7,1274,0,0,0,0,1059919,107079,68913,0,17295534,530,0,72619,321,992275,61807,0,0,2531516,639876,0,2463965,707427,384819,669263,0,0,137602,2194,33,26,64,384852,0,0,0,11033053,0,2472781,2472781,0,1582,4,0,0,0,2125,48071,3282,0,0,0,19,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,101,0,0,0,0,0,0,0,"2024-08-17 09:42:52,129"
-17748452,14434400,1203,3227753,77779,0,-6,0,0,0,0,20211347,4627,4627,0,18108994,2106980,14434400,1203,3227753,77779,0,4397,219,0,0,21460,479,5594,1,5594,0,4080,8044,14429976,-14342,3311397,-6,0,0,-242,0,0,0,0,0,390522,270,51,390579,0,0,0,0,112,29119,6154,0,-2886396,-1441436,21445428,1562340,479,390522,0,388939,19827035,0,0,0,7,1274,0,0,0,0,2446831,137189,68913,0,18613540,531,0,72619,323,2378400,61807,0,0,3921051,639876,0,2463965,2096962,384819,2055388,0,0,138754,2194,33,112,150,384852,0,0,0,12540381,0,3790778,3790778,0,1582,4,0,0,0,2125,48071,3282,0,0,0,19,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,102,0,0,0,0,0,0,0,"2024-08-17 09:43:02,130"
-17744568,14434405,1203,3190140,108411,0,-6,0,0,0,0,21588447,5588,5588,0,19486095,2107941,14434405,1203,3190075,108411,0,7380,267,0,0,36203,481,5666,1,5666,0,4080,8428,14429981,-14310,3304483,-6,0,0,-242,0,0,0,0,0,390522,270,57,390585,0,0,0,0,112,29119,6154,0,-2887805,-1442140,26953820,1562364,481,390522,0,388939,21205097,0,0,0,7,1274,0,0,0,0,3831153,166701,68913,0,19990918,535,0,72619,324,3762472,61807,0,0,5307949,639876,0,2463965,3483860,384819,3439460,0,0,139138,2194,33,198,236,384852,0,0,0,13846604,0,5168144,5168144,0,1582,4,0,0,0,2125,48071,3282,0,0,0,19,2125,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,102,0,0,0,0,0,0,0,"2024-08-17 09:43:12,132"
