nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_swapcached,pgpromote_success,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgdemote_kswapd,pgdemote_direct,pgscan_kswapd,pgscan_direct,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
17793635,31210,1060,253684,79522,5389,2,4621,0,0,0,3516112,0,0,2315974,2332758,1183354,31210,1060,253684,79522,5389,29927,37844,0,0,0,0,0,0,0,0,0,0,31505,47182,339510,2,0,0,4237,0,0,0,0,0,0,0,26267,24609,0,0,0,0,10328,2973,0,0,3610638,1803114,1090595,125024,0,0,1024,2982,3558436,0,0,0,0,0,0,0,0,0,21447107,43161,0,1198,2978761,4448,0,0,150249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0,"2024-08-19 03:19:29,856"
16279338,1746178,1161,126169,32403,5389,15,4621,0,0,0,5621913,140,140,2315974,2825002,2797051,1746178,1161,126169,32403,5389,23018,37853,0,0,1813,283,1774,0,1774,0,1527,5673,1745990,24732,165719,15,0,0,4160,0,0,0,0,0,384014,115,26416,408759,0,0,0,0,9600,7132,862,0,3272934,1634469,1101975,1662216,284,384014,1024,391920,5275439,0,0,0,9,1428,0,0,0,0,22013459,56045,61503,1198,5078509,4804,0,64181,150499,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383595,0,0,0,0,0,0,0,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,132,1,0,"2024-08-19 03:19:39,874"
13967886,4038879,1161,139105,33318,5389,1,4621,0,0,0,7932847,140,140,2315974,5135936,2797051,4038879,1161,139105,33318,5389,23052,37871,0,0,1783,598,2580,0,2580,0,2129,5673,4038679,25507,179767,1,0,0,4160,0,0,0,0,0,384014,115,26425,408782,0,0,0,0,9600,11613,1180,0,2813526,1405045,1158243,1662316,599,384014,1024,391920,7586382,0,0,0,9,1428,0,0,0,0,22013466,56056,61503,1198,7371537,5153,0,64181,150664,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383602,0,0,0,1166402,0,75,75,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,132,1,0,"2024-08-19 03:19:49,882"
9355397,8642279,1161,139107,33318,5389,0,4621,0,0,0,12545303,140,140,2315974,9748392,2797051,8642279,1161,139107,33318,5389,23052,37871,0,0,1783,622,2580,0,2580,0,2129,5673,8642075,25507,179774,0,0,0,4160,0,0,0,0,0,384014,115,26430,408788,0,0,0,0,9520,20607,1186,0,1891254,944472,1158335,1662340,622,384014,1024,391920,12198837,0,0,0,9,1428,0,0,0,0,22013488,56056,61503,1198,11975330,5176,0,64181,150683,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383602,0,0,0,3263554,0,412,412,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,132,1,0,"2024-08-19 03:19:59,883"
4731079,13257625,1161,139107,33318,5389,0,4621,0,0,0,17169721,140,140,2315974,14372810,2797051,13257625,1161,139107,33318,5389,23052,37863,0,0,1783,636,2580,0,2580,0,2129,5673,13257422,25507,179782,0,0,0,4160,0,0,0,0,0,384014,115,26436,408794,0,0,0,0,9536,29653,1192,0,966616,482718,1158395,1662364,637,384014,1024,391920,16823255,0,0,0,9,1428,0,0,0,0,22013497,56056,61503,1198,16591047,5190,0,64181,150696,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383602,0,0,0,5688386,0,738,738,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,132,1,0,"2024-08-19 03:20:09,884"
2501813,14468743,1161,1131650,54117,5389,0,4621,0,0,0,19397186,140,140,2315974,16600275,2797051,14468743,1161,1131650,54117,5389,25336,37895,0,0,1783,641,2580,0,2580,0,2129,5673,14468544,25507,1193248,0,0,0,4160,0,0,0,0,0,384014,115,26441,408799,0,0,0,0,9536,32029,1192,0,723490,361303,5212287,1662384,641,384014,1024,391920,19050712,0,0,0,9,1428,0,0,0,0,22013506,75976,61503,1198,18815789,5194,0,64181,150700,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383602,0,0,0,7326786,0,1014458,1014458,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,132,1,0,"2024-08-19 03:20:19,886"
1082966,14468744,1161,2517961,83435,5389,0,4621,0,0,0,20813581,140,140,2315974,18016670,2797051,14468744,1161,2517961,83435,5389,28556,37947,0,0,1783,644,2600,0,2600,0,2149,5673,14468551,25523,2608773,0,0,0,4160,0,0,0,0,0,384014,115,26447,408805,0,0,0,0,9536,32029,1195,0,722847,360982,10874495,1662408,645,384014,1024,391920,20467107,0,0,0,9,1428,0,0,0,0,22013515,104221,61503,1198,19596718,5199,0,64181,150702,486693,73897,0,0,2072802,577694,0,2452134,198362,383379,177211,0,0,125991,2446,22,0,23,383602,0,0,0,8506678,0,1795374,1795374,0,2375,2,0,0,0,4457,49870,5196,0,0,0,7,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,132,1,0,"2024-08-19 03:20:29,887"
69436,14466529,1160,3499690,114144,5389,0,4621,0,0,0,22212256,3167,3167,2315974,19415345,2800078,14466529,1160,3499791,114144,5389,31498,37996,0,0,5884,702,2730,6,2730,0,2151,5801,14466300,25615,3621476,0,0,0,4160,0,0,0,0,0,386365,115,26452,411161,0,0,0,0,9600,32038,1314,0,722649,360883,16475467,1671832,702,386365,1024,391920,21868809,0,0,0,9,1428,0,0,0,0,22404072,133765,61512,1198,20369718,5259,0,64190,150760,876603,73897,0,0,2466848,577694,0,2456838,587704,385668,564832,0,0,137383,2446,22,22,47,385936,0,0,0,9686326,0,2567506,2567506,0,2375,2,0,0,0,4457,49870,5196,0,0,0,8,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,132,1,0,"2024-08-19 03:20:39,889"
63273,14466544,1160,3471446,145289,5389,0,4621,0,0,0,23617018,3167,3167,2315974,20820107,2800078,14466544,1160,3471441,145289,5389,34522,38044,0,0,20240,704,2730,6,2730,0,2151,6825,14466305,25615,3624237,0,0,0,4160,0,0,0,0,0,386365,115,26459,411168,0,0,0,0,9600,32038,1315,0,723169,361143,22091327,1671860,705,386365,1024,391920,23273571,0,0,0,9,1428,0,0,0,0,23805265,163512,61512,1198,21180252,5262,0,64190,150762,2277783,73897,0,0,3872325,577694,0,2456838,1993181,385668,1966012,0,0,138407,2446,22,108,133,385936,0,0,0,10931510,0,3378030,3378030,0,2375,2,0,0,0,4457,49870,5196,0,0,0,8,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,132,1,0,"2024-08-19 03:20:49,890"
62207,14466546,1160,3439285,175683,5389,0,4621,0,0,0,24988548,3167,3167,2315974,22191637,2800078,14466546,1160,3439285,175683,5389,37492,38088,0,0,35415,705,2730,6,2730,0,2151,7721,14466307,25615,3622517,0,0,0,4160,0,0,0,0,0,386365,115,26465,411174,0,0,0,0,9600,32038,1316,0,722817,360967,27574319,1671884,705,386365,1024,391920,24645101,0,0,0,9,1428,0,0,0,0,25177882,192593,61512,1198,22551103,5262,0,64190,150762,3650386,73897,0,0,5249007,577694,0,2456838,3369863,385668,3338615,0,0,139303,2446,22,195,220,385936,0,0,0,12176694,0,4748880,4748880,0,2375,2,0,0,0,4457,49870,5196,0,0,0,8,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,132,1,0,"2024-08-19 03:20:59,892"
61801,14466618,1163,3406289,205886,5389,0,4621,0,0,0,26378852,3167,3167,2315974,23581941,2800078,14466618,1163,3406249,205886,5389,40497,38136,0,0,50370,708,4178,6,4178,0,2504,8233,14466330,26447,3619761,0,0,0,4157,0,0,0,0,0,386368,115,26472,411184,0,0,0,0,9568,32038,1310,0,722250,360684,33129687,1671924,708,386368,1024,391920,26035405,0,0,0,9,1428,0,0,0,0,26570029,221119,62512,1198,23939014,5375,0,65582,150763,5041802,73897,0,0,6686801,577694,0,2501176,4763319,385679,4730020,0,0,139815,2446,22,280,305,385939,0,0,0,13351769,0,6136424,6136424,0,2375,2,0,0,0,4457,49870,5196,0,0,0,8,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,132,1,0,"2024-08-19 03:21:09,893"
68200,14466617,1164,3369269,233106,5389,0,4621,0,0,0,27770548,3167,3167,2315974,24973637,2800078,14466617,1164,3369271,233106,5389,43630,38184,0,0,64885,708,4180,6,4180,0,2504,8361,14466330,25220,3610105,0,0,0,4156,0,0,0,0,0,386369,115,26478,411191,0,0,0,0,9568,32038,1311,0,720299,359710,38693135,1671952,708,386369,1024,391920,27427111,0,0,0,9,1428,0,0,0,0,27970719,248869,64398,1198,25330147,5375,0,67565,150763,6442482,73897,0,0,8178450,577694,0,2591281,6164863,385679,6130700,0,0,139943,2446,22,366,391,385940,0,0,0,14531417,0,7527557,7527557,0,2375,2,0,0,0,4457,49870,5196,0,0,0,8,4457,49870,0,0,0,0,2298448,0,2243753,2250429,2245808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,132,1,0,"2024-08-19 03:21:19,895"
