Node 0 MemTotal,Node 0 MemFree,Node 0 MemUsed,Node 0 SwapCached,Node 0 Active,Node 0 Inactive,Node 0 Active(anon),Node 0 Inactive(anon),Node 0 Active(file),Node 0 Inactive(file),Node 0 Unevictable,Node 0 Mlocked,Node 0 Dirty,Node 0 Writeback,Node 0 FilePages,Node 0 Mapped,Node 0 AnonPages,Node 0 Shmem,Node 0 KernelStack,Node 0 PageTables,Node 0 SecPageTables,Node 0 NFS_Unstable,Node 0 Bounce,Node 0 WritebackTmp,Node 0 KReclaimable,Node 0 Slab,Node 0 SReclaimable,Node 0 SUnreclaim,Node 0 AnonHugePages,Node 0 ShmemHugePages,Node 0 ShmemPmdMapped,Node 0 FileHugePages,Node 0 FilePmdMapped,Node 0 Unaccepted,Node 0 HugePages_Total,Node 0 HugePages_Free,Node 0 HugePages_Surp,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-06 07:35:14,972"
0,-6060328,6060328,2912,-173760,6280304,956,6820604,-174716,-540300,0,0,0,0,-713020,-96504,6819556,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:35:24,996"
0,-6061528,6061528,2916,-173744,6280288,956,6820604,-174700,-540316,0,0,0,0,-713016,-96504,6819568,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:35:34,999"
0,-6065696,6065696,2924,-173400,6282016,936,6820972,-174336,-538956,0,0,0,0,-710968,-96504,6819916,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:35:45,000"
0,-6065812,6065812,3024,-173280,6281944,956,6820716,-174236,-538772,0,0,0,0,-710824,-96440,6819688,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:35:55,001"
0,-6065812,6065812,3024,-173280,6281944,956,6820716,-174236,-538772,0,0,0,0,-710824,-96440,6819688,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:05,002"
0,-6065812,6065812,3024,-173280,6281944,956,6820716,-174236,-538772,0,0,0,0,-710824,-96440,6819688,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:15,005"
0,-6066064,6066064,3036,-173280,6281956,956,6820728,-174236,-538772,0,0,0,0,-710812,-96440,6819704,-692,40,16512,0,0,0,0,-33804,-34452,-33804,-648,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:25,006"
0,-6060932,6060932,3340,-173188,6261776,956,6798172,-174144,-536396,0,0,0,0,-708040,-100668,6796836,-692,40,16512,0,0,0,0,-33972,-34672,-33972,-700,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:35,008"
0,-6057232,6057232,3560,-172380,6263600,960,6798176,-173340,-534576,0,0,0,0,-705228,-100748,6796976,-692,56,16528,0,0,0,0,-33692,-34392,-33692,-700,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:45,010"
0,-6058484,6058484,3776,-171988,6263984,968,6798380,-172956,-534396,0,0,0,0,-704536,-100520,6797272,-692,56,16532,0,0,0,0,-33692,-34392,-33692,-700,0,0,0,0,0,0,0,0,0,"2024-09-06 07:36:55,011"
0,-6058768,6058768,3796,-171640,6264136,968,6798512,-172608,-534376,0,0,0,0,-703616,-100308,6797364,-692,56,16532,0,0,0,0,-33692,-34392,-33692,-700,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:05,013"
0,-6038636,6038636,3844,-171692,6242344,968,6762388,-172660,-520044,0,0,0,0,-689464,-100224,6761124,-692,56,16532,0,0,0,0,-33412,-34104,-33412,-692,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:15,014"
0,-6046400,6046400,3860,-171428,6234052,968,6762104,-172396,-528052,0,0,0,0,-697292,-100280,6761104,-692,56,16532,0,0,0,0,-32868,-33560,-32868,-692,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:25,016"
0,-6045144,6045144,3860,-171416,6234052,968,6762104,-172384,-528052,0,0,0,0,-697292,-100280,6761104,-692,56,16532,0,0,0,0,-32872,-33564,-32872,-692,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:35,017"
0,726532,-726532,1308,-165656,-520188,776,-49976,-166432,-470212,0,0,596,0,-636084,-93672,-48792,-688,-352,32,0,0,0,0,-32940,-34252,-32940,-1312,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:45,019"
0,731704,-731704,1312,-165592,-520032,776,-49936,-166368,-470096,0,0,8,0,-636060,-93672,-48784,-688,-368,32,0,0,0,0,-32948,-34252,-32948,-1304,0,0,0,0,0,0,0,0,0,"2024-09-06 07:37:55,020"
0,735548,-735548,1312,-165528,-520024,776,-49928,-166304,-470096,0,0,16,0,-636052,-93672,-48768,-688,-368,32,0,0,0,0,-32948,-34252,-32948,-1304,0,0,0,0,0,0,0,0,0,"2024-09-06 07:38:05,021"
0,736756,-736756,1324,-165528,-519936,776,-49888,-166304,-470048,0,0,168,0,-636032,-93596,-48724,-688,-384,32,0,0,0,0,-32948,-34240,-32948,-1292,0,0,0,0,0,0,0,0,0,"2024-09-06 07:38:15,022"
