Node 0 MemTotal,Node 0 MemFree,Node 0 MemUsed,Node 0 SwapCached,Node 0 Active,Node 0 Inactive,Node 0 Active(anon),Node 0 Inactive(anon),Node 0 Active(file),Node 0 Inactive(file),Node 0 Unevictable,Node 0 Mlocked,Node 0 Dirty,Node 0 Writeback,Node 0 FilePages,Node 0 Mapped,Node 0 AnonPages,Node 0 Shmem,Node 0 KernelStack,Node 0 PageTables,Node 0 NFS_Unstable,Node 0 Bounce,Node 0 WritebackTmp,Node 0 KReclaimable,Node 0 Slab,Node 0 SReclaimable,Node 0 SUnreclaim,Node 0 AnonHugePages,Node 0 ShmemHugePages,Node 0 ShmemPmdMapped,Node 0 FileHugePages,Node 0 FilePmdMapped,Node 0 HugePages_Total,Node 0 HugePages_Free,Node 0 HugePages_Surp,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-08-27 10:47:32,636"
0,-6112372,6112372,21560,-209492,6363824,4760,6838416,-214252,-474592,0,0,-4,0,-667704,-91844,6822296,-468,0,16504,0,0,0,-43412,-43396,-43412,16,0,0,0,0,0,0,0,0,"2024-08-27 10:47:42,638"
0,-6122276,6122276,21596,-199836,6363412,5632,6837692,-205468,-474280,0,0,36,0,-658508,-90716,6822404,-432,-384,16520,0,0,0,-43412,-43476,-43412,-64,0,0,0,0,0,0,0,0,"2024-08-27 10:47:52,640"
0,-6123536,6123536,21596,-198924,6363536,5632,6837708,-204556,-474172,0,0,-4,0,-657440,-90640,6822420,-432,-384,16520,0,0,0,-43396,-43460,-43396,-64,0,0,0,0,0,0,0,0,"2024-08-27 10:48:02,641"
0,-6123536,6123536,21596,-198924,6363544,5632,6837716,-204556,-474172,0,0,-4,0,-657440,-90640,6822436,-432,-384,16520,0,0,0,-43396,-43460,-43396,-64,0,0,0,0,0,0,0,0,"2024-08-27 10:48:12,642"
0,-6124040,6124040,21596,-198720,6363580,5632,6837752,-204352,-474172,0,0,-4,0,-657188,-90496,6822468,-432,-384,16520,0,0,0,-43396,-43460,-43396,-64,0,0,0,0,0,0,0,0,"2024-08-27 10:48:22,644"
0,-6124040,6124040,21596,-198680,6363600,5632,6837772,-204312,-474172,0,0,-4,0,-657188,-90496,6822496,-432,-384,16520,0,0,0,-43396,-43460,-43396,-64,0,0,0,0,0,0,0,0,"2024-08-27 10:48:32,645"
0,-6131804,6131804,21436,-199176,6371300,4864,6829544,-204040,-458244,0,0,-4,0,-641148,-90496,6813656,-432,-384,16520,0,0,0,-43372,-43420,-43372,-48,0,0,0,0,0,0,0,0,"2024-08-27 10:48:42,646"
0,-6143092,6143092,21532,-195804,6379260,5624,6810432,-201428,-431172,0,0,-4,0,-611320,-89444,6795212,-432,-400,16528,0,0,0,-43264,-43304,-43264,-40,0,0,0,0,0,0,0,0,"2024-08-27 10:48:52,647"
0,-6142732,6142732,21532,-195480,6379296,5624,6810448,-201104,-431152,0,0,-4,0,-610964,-89256,6795212,-432,-400,16528,0,0,0,-43420,-43460,-43420,-40,0,0,0,0,0,0,0,0,"2024-08-27 10:49:02,648"
0,-6132000,6132000,21504,-196260,6370112,4728,6793100,-200988,-422988,0,0,-4,0,-602712,-89256,6776996,-432,-400,16528,0,0,0,-44140,-44196,-44140,-56,0,0,0,0,0,0,0,0,"2024-08-27 10:49:12,649"
0,-6135484,6135484,21504,-193556,6370200,4728,6793156,-198284,-422956,0,0,-4,0,-599888,-87188,6777028,-432,-400,16528,0,0,0,-44140,-44196,-44140,-56,0,0,0,0,0,0,0,0,"2024-08-27 10:49:22,652"
