Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
66055348,64995116,1060232,0,107356,549756,1244,73080,106112,476676,1048,1048,28,0,585944,97152,72256,2108,4416,6148,0,0,0,39580,96336,39580,56756,0,0,0,0,0,0,0,0,"2024-08-27 10:47:32,636"
66055348,65097056,958292,60,118312,550452,1244,73536,117068,476916,1048,1048,8,0,597396,105444,72740,2112,4432,5992,0,0,0,41188,97984,41188,56796,0,0,0,0,0,0,0,0,"2024-08-27 10:47:42,638"
66055348,55875672,10179676,60,120140,9751164,1244,9222688,118896,528476,1048,1048,24,0,650700,107488,9222364,2112,4064,23880,0,0,0,41316,98080,41316,56764,0,0,0,0,0,0,0,0,"2024-08-27 10:47:52,640"
66055348,37394704,28660644,60,120140,28195940,1244,27667464,118896,528476,1048,1048,0,0,650704,107488,27666648,2112,4064,59904,0,0,0,41316,98080,41316,56764,0,0,0,0,0,0,0,0,"2024-08-27 10:48:02,641"
66055348,18937468,47117880,60,120140,46616904,1244,46088408,118896,528496,1048,1048,0,0,650712,107488,46088028,2112,4064,96008,0,0,0,41316,98080,41316,56764,0,0,0,0,0,0,0,0,"2024-08-27 10:48:12,643"
66055348,10370140,55685208,60,195724,55091068,1244,50962172,194480,4128896,1048,1048,0,0,4326752,107528,50961308,2112,4064,105576,0,0,0,49652,106544,49652,56892,0,0,0,0,0,0,0,0,"2024-08-27 10:48:22,644"
66055348,5132168,60923180,60,303200,60209352,1244,50962172,301956,9247180,1048,1048,0,0,9552476,107528,50961308,2112,4064,105576,0,0,0,61492,118552,61492,57060,0,0,0,0,0,0,0,0,"2024-08-27 10:48:32,645"
66055348,154736,65900612,60,421460,65057600,988,50962428,420472,14095172,1048,1048,0,0,14519000,107528,50961308,2112,4032,105576,0,0,0,72116,129360,72116,57244,0,0,0,0,0,0,0,0,"2024-08-27 10:48:42,646"
66055348,216948,65838400,112,534528,64868068,988,50962460,533540,13905608,1048,1048,0,0,14442676,108164,50961384,2112,4048,105592,0,0,0,83364,140792,83364,57428,0,0,0,0,0,0,0,0,"2024-08-27 10:48:52,647"
66055348,193120,65862228,124,643300,64772292,988,50962488,642312,13809804,1048,1048,0,0,14455788,108168,50961404,2112,4048,105592,0,0,0,94484,152080,94484,57596,0,0,0,0,0,0,0,0,"2024-08-27 10:49:02,648"
66055348,223580,65831768,124,750140,64623000,988,50962488,749152,13660512,1048,1048,0,0,14413144,88704,50961404,2112,4048,105592,0,0,0,105668,163432,105668,57764,0,0,0,0,0,0,0,0,"2024-08-27 10:49:12,650"
66055348,185456,65869892,132,849332,64549044,988,50962416,848344,13586628,1048,1048,0,0,14438996,81296,50961348,2104,4048,105592,0,0,0,117328,175292,117328,57964,0,0,0,0,0,0,0,0,"2024-08-27 10:49:22,652"
66055348,168692,65886656,132,954556,64450364,988,50962416,953568,13487948,1048,1048,0,0,14445008,73592,50961348,2104,4048,105592,0,0,0,128932,187112,128932,58180,0,0,0,0,0,0,0,0,"2024-08-27 10:49:32,653"
66055348,166984,65888364,132,1060084,64334484,988,50962416,1059096,13372068,1048,1048,0,0,14434636,68396,50961352,2104,4048,105592,0,0,0,140308,198664,140308,58356,0,0,0,0,0,0,0,0,"2024-08-27 10:49:42,654"
66055348,220540,65834808,132,1167208,64161548,988,50962416,1166220,13199132,1048,1048,0,0,14368832,64440,50961356,2104,4048,105592,0,0,0,151960,210492,151960,58532,0,0,0,0,0,0,0,0,"2024-08-27 10:49:52,655"
66055348,234712,65820636,132,1184196,64123724,1000,50963100,1183196,13160624,1048,1048,76,0,14347132,65556,50962056,2108,4080,105940,0,0,0,152284,210164,152284,57880,0,0,0,0,0,0,0,0,"2024-08-27 10:50:02,897"
