nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_swapcached,pgpromote_success,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgdemote_kswapd,pgdemote_direct,pgscan_kswapd,pgscan_direct,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
17799731,31284,1051,238146,80638,5391,8,4623,0,0,0,3629373,0,0,2471534,2357576,1271797,31284,1051,238146,80638,5391,29715,37671,0,0,0,0,0,0,0,0,0,0,31551,52174,324998,8,0,0,4237,0,0,0,0,0,0,0,19837,19774,0,0,0,0,10320,3065,0,0,3608973,1802283,1045143,83824,0,0,1024,2982,3671697,0,0,0,0,0,0,0,0,0,21574856,44419,0,1044,3080777,4731,0,0,133454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0,"2024-08-27 10:47:32,636"
16297123,1741002,2241,119558,29814,5391,2,4623,0,0,0,5732827,2149,2149,2471534,2358667,3376309,1741002,2241,119558,29814,5391,19264,37685,0,0,943,100,2946,0,2946,0,2362,17757,1737246,31286,160935,2,0,0,4121,0,0,0,0,0,392744,1,19842,412529,0,0,0,0,10336,7152,5405,0,3274650,1635326,1057471,1654868,100,392744,1024,391921,5388361,0,0,0,6,1313,0,0,0,0,22139243,62002,70141,1044,5179686,4914,0,74030,133622,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387582,0,0,0,0,0,0,0,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,132,1,0,"2024-08-27 10:47:42,637"
13989427,4027988,2459,132526,32467,5391,16,4623,0,0,0,8040751,2149,2149,2471534,4666591,3376309,4027988,2459,132526,32467,5391,19296,37657,0,0,877,118,5525,0,5525,0,4405,17757,4024437,32079,176560,16,0,0,4130,0,0,0,0,0,392744,1,19874,412547,0,0,0,0,9584,11628,5414,0,2816347,1406454,1119835,1655056,118,392744,1024,391921,7696293,0,0,0,6,1313,0,0,0,0,22139965,62255,70141,1044,7468127,5031,0,74030,133668,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387583,0,0,0,1178430,0,222,222,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:47:52,639"
9368870,8639186,2459,132553,32695,5391,0,4623,0,0,0,12661239,2149,2149,2471534,9287080,3376309,8639186,2459,132553,32695,5391,19300,37657,0,0,876,118,5642,0,5642,0,4521,17757,8635633,32098,176828,0,0,0,4130,0,0,0,0,0,392744,1,19880,412569,0,0,0,0,9584,20634,5414,0,1892513,945101,1120895,1655152,118,392744,1024,391921,12316783,0,0,0,6,1313,0,0,0,0,22139970,62255,70141,1044,12079898,5033,0,74030,133684,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387583,0,0,0,3210046,0,778,778,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:02,641"
4754561,13244424,2459,132558,32695,5391,0,4623,0,0,0,21895751,2149,2149,2471534,13901380,3376309,13244424,2459,132558,32695,5391,19300,37657,0,0,876,118,5642,0,5642,0,4521,17757,13240861,32098,176830,0,0,0,4130,0,0,0,0,0,392744,1,19886,412575,0,0,0,0,9584,29660,5414,0,969877,484346,1120895,1655176,118,392744,1024,391921,16931082,0,0,0,6,1313,0,0,0,0,22139978,62255,70141,1044,16685527,5033,0,74030,133694,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387583,0,0,0,5700414,0,1119,1119,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:12,642"
2612540,14462995,2459,1032628,51642,5391,0,4623,0,0,0,24036185,2149,2149,2471534,16041813,3376309,14462995,2459,1032628,51642,5391,21384,37689,0,0,875,118,5705,0,5705,0,4544,17757,14459431,32144,1095870,0,0,0,4130,0,0,0,0,0,392744,1,19891,412580,0,0,0,0,9584,32052,5414,0,725336,362225,4797051,1655196,118,392744,1024,391921,19071507,0,0,0,6,1313,0,0,0,0,22139989,80255,70141,1044,18823174,5036,0,74030,133698,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387583,0,0,0,7273278,0,920303,920303,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:22,643"
1303110,14463000,2459,2312124,78521,5391,0,4623,0,0,0,25343357,2149,2149,2471534,17348985,3376309,14463000,2459,2312124,78521,5391,24344,37731,0,0,875,118,5705,0,5705,0,4544,17757,14459438,32144,2402238,0,0,0,4130,0,0,0,0,0,392744,1,19897,412586,0,0,0,0,9584,32052,5414,0,724725,361920,10022643,1655220,118,392744,1024,391921,20378679,0,0,0,6,1313,0,0,0,0,22139992,105999,70141,1044,19589753,5036,0,74030,133698,501281,58556,0,0,2201248,447798,0,2455347,193699,387436,172401,0,0,133878,2119,26,0,27,387583,0,0,0,8453345,0,1686875,1686875,0,872,1,0,0,0,84154,66112,1946,0,0,0,17,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:32,645"
56685,14461007,2203,3528209,108218,5391,0,4623,0,0,0,26632717,6247,6247,2471534,18638345,3380407,14461007,2203,3528209,108218,5391,27006,37781,0,0,1629,118,5705,0,5705,0,4544,17757,14457228,32144,3647975,0,0,0,4130,0,0,0,0,0,394959,1,19902,414806,0,0,0,0,9552,32052,5374,0,727108,363110,15193387,1664100,118,394959,1024,391921,21672137,0,0,0,6,1313,0,0,0,0,22189227,134457,70420,1044,20302317,5036,0,74311,133699,550457,58556,0,0,2260729,447798,0,2460030,248497,389691,219322,0,0,145142,2119,26,0,29,389773,0,0,0,9632993,0,2399400,2399400,0,872,1,0,0,0,84154,66112,1946,0,0,0,18,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:42,646"
69416,14456237,2393,3487586,137138,5391,0,4623,0,0,0,27936414,13437,13437,2471534,19942041,3387598,14456237,2393,3487586,137138,5391,29845,37829,0,0,15293,132,6292,0,6292,0,4713,18525,14452636,32566,3636351,0,0,0,4130,0,0,0,0,0,399593,1,19909,419447,0,0,0,0,9552,32058,5411,0,724802,361958,20431391,1682664,132,399593,1024,391921,22983029,0,0,0,6,1313,0,0,0,0,23515644,161969,70538,1044,21021905,5076,0,74457,133724,1876242,58556,0,0,3595995,447798,0,2469377,1574416,394302,1540496,0,0,145910,2119,26,84,117,394394,0,0,0,10747105,0,3118110,3118110,0,872,1,0,0,0,84154,66112,1946,0,0,0,21,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:48:52,647"
63612,14456248,2393,3463549,164411,5391,0,4623,0,0,0,29218966,13437,13437,2471534,21224593,3387598,14456248,2393,3463581,164411,5391,32586,37871,0,0,29281,135,6376,0,6376,0,4713,19421,14452641,32614,3639654,0,0,0,4130,0,0,0,0,0,399593,1,19915,419453,0,0,0,0,9552,32058,5414,0,725421,362267,25558687,1682688,135,399593,1024,391921,24265583,0,0,0,6,1313,0,0,0,0,24794271,188044,70538,1044,22183113,5083,0,74457,133724,3154816,58556,0,0,4878700,447798,0,2469377,2857121,394302,2819070,0,0,146806,2119,26,171,204,394394,0,0,0,11926753,0,4279302,4279302,0,872,1,0,0,0,84154,66112,1946,0,0,0,21,84154,66112,0,0,0,0,2313007,0,2258310,2264986,2260363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,132,1,0,"2024-08-27 10:49:02,648"
