nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,nr_unaccepted,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_sec_page_table_pages,nr_swapcached,pgpromote_success,pgpromote_candidate,pgdemote_kswapd,pgdemote_direct,pgdemote_khugepaged,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,pgalloc_device,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,allocstall_device,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgskip_device,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgsteal_khugepaged,pgscan_kswapd,pgscan_direct,pgscan_khugepaged,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,zswpwb,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:48,044"
-2067311,2097077,1075,48038,-47831,0,-3,0,0,0,0,0,2699297,0,0,0,24305,2674992,2097077,1075,48038,-47831,0,-3949,21,0,0,0,0,0,0,0,0,0,0,2098150,80,110,-3,0,0,1,0,0,0,0,0,0,0,8,11,0,0,0,0,-32,4134,0,0,0,0,572664,24239,0,-413320,-206407,4,44,0,0,0,387287,2312039,0,0,0,0,1,479,0,0,0,0,0,0,602104,10036,56881,0,2098472,0,0,60416,141,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,0,0,0,0,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:58,046"
-4283256,4293806,1075,60929,-47816,0,-3,0,0,0,0,0,4913289,0,0,0,2238297,2674992,4293806,1075,60929,-47816,0,-3921,29,0,0,0,0,0,0,0,0,0,0,4294890,256,13018,-3,0,0,1,0,0,0,0,0,0,0,14,17,0,0,0,0,-32,8342,0,0,0,0,572664,24239,0,-853820,-426388,51628,68,0,0,0,387287,4526092,0,0,0,0,1,479,0,0,0,0,0,0,602140,10041,56881,0,4295508,6,0,60416,163,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,1062868,0,240,240,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:08,048"
-8746680,8749257,1075,60929,-47816,0,-3,0,0,0,0,0,9377498,0,0,0,6702506,2674992,8749257,1075,60929,-47816,0,-3921,30,0,0,0,0,0,0,0,0,0,0,8750332,256,13019,-3,0,0,1,0,0,0,0,0,0,0,19,22,0,0,0,0,-32,17091,0,0,0,0,572664,24239,0,-1746287,-872077,51628,88,0,0,0,387287,8990325,0,0,0,0,1,479,0,0,0,0,0,0,602176,10041,56881,0,8751544,6,0,60416,179,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,3094484,0,791,791,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:18,050"
-13143701,13136208,1075,60934,-47816,0,-3,0,0,0,0,0,13773097,0,0,0,11098105,2674992,13136208,1075,60934,-47816,0,-3921,37,0,0,0,0,0,0,0,0,0,0,13137278,256,13021,-3,0,0,1,0,0,0,0,0,0,0,25,28,0,0,0,0,-32,25687,0,0,0,0,572664,24239,0,-2625475,-1311134,51628,112,0,0,0,387287,13385950,0,0,0,0,1,479,0,0,0,0,0,0,602182,10041,56881,0,13138852,6,0,60416,187,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,5519316,0,1114,1114,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:28,051"
-15610757,14819233,1075,838233,-47057,0,-3,0,0,0,0,0,16237985,0,0,0,13562993,2674992,14819233,1075,838233,-47057,0,-2134,68,0,0,0,0,0,0,0,0,0,0,14820307,256,791094,-3,0,0,1,0,0,0,0,0,0,0,31,34,0,0,0,0,-32,29088,0,0,0,0,572664,24239,0,-2963193,-1479787,3164168,136,0,0,0,387287,15852193,0,0,0,0,1,479,0,0,0,0,0,0,602212,10041,56881,0,15600160,6,0,60416,192,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,7223252,0,779465,779465,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:38,052"
-16903835,14818875,1390,2118877,-45771,0,-3,0,0,0,0,0,17521278,0,0,0,14846286,2674992,14818875,1390,2118877,-45771,0,802,128,0,0,0,0,0,0,0,0,0,0,14820247,256,2073037,-3,0,0,1,0,0,0,0,0,0,0,36,39,0,0,0,0,0,29094,0,0,0,0,572664,24239,0,-2965422,-1480900,8291868,156,0,0,0,387287,17137721,0,0,0,0,1,479,0,0,0,0,0,0,602842,10394,56881,0,16330165,6,0,60416,213,572664,24239,0,1790847,492974,0,0,2084227,199594,419817,177086,0,0,106085,0,17,1,19,0,0,0,0,8220109,0,1508775,1508775,0,597856,63,0,0,0,7170,51100,2008,0,0,0,10,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:48,054"
-17743977,14814719,1069,2956785,-43398,0,-3,0,0,0,0,0,18818476,5985,5985,0,16140910,2683551,14814719,1069,2956780,-43398,0,3704,181,0,0,7522,0,1,0,1,0,0,0,14815633,-8330,2913448,-3,0,0,-4,0,0,0,0,0,4620,0,45,4668,0,0,0,0,0,29094,0,137,0,0,575238,24239,0,-2965395,-1480887,13491064,18692,0,4620,0,387287,18443181,0,0,0,0,1,479,0,0,0,0,0,0,1069530,12686,58393,0,17046536,7,0,62021,213,1039221,24239,0,2265683,492974,0,0,2094041,664616,424300,639160,0,0,106089,2,17,29,49,4604,0,0,0,9137613,0,2225144,2225144,0,600430,63,0,0,0,7170,51100,2008,0,0,0,11,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:58,055"
-17750844,14814719,1077,2955341,-37294,0,-3,0,0,0,0,0,20129545,5985,5985,0,17451979,2683551,14814719,1077,2955316,-37294,0,6623,227,0,0,27945,8,1,8,1,0,0,128,14815634,-11136,2918060,-3,0,0,-4,0,0,0,0,0,4620,0,51,4674,0,0,0,0,0,29094,0,144,0,0,575238,24239,0,-2965840,-1481109,18732308,18716,8,4620,0,387287,19756505,0,0,0,0,1,479,0,0,0,0,0,0,2375334,17540,58393,0,17769013,8,0,62021,213,2344960,24239,0,3577295,492974,0,0,2094041,1976228,424300,1944899,0,0,106217,2,17,115,135,4604,0,0,0,10120653,0,2947620,2947620,0,600430,63,0,0,0,7170,51100,2008,0,0,0,11,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:08,057"
-17748626,14814731,1081,2948580,-34103,0,-3,0,0,0,0,0,21371486,16009,16009,0,18690818,2696677,14814731,1081,2948580,-34103,0,9019,265,0,0,46744,12,1,12,1,0,0,3072,14815691,-13342,2914544,-3,0,0,-4,0,0,0,0,0,4620,0,58,4681,0,0,0,0,0,29094,0,147,0,0,578340,24239,0,-2966106,-1481242,23724848,18744,12,4620,0,387287,21010450,0,0,0,0,1,479,0,0,0,0,0,0,3630360,19482,58393,0,18436918,9,0,62021,214,3599746,24239,0,4834924,492974,0,0,2094041,3233857,424300,3199685,0,0,109161,2,17,198,220,4604,0,0,0,10553116,0,3615467,3615467,0,603532,63,0,0,0,7170,51100,2008,0,0,0,11,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:18,058"
-17753671,14812605,1081,2952734,-32490,0,-2,0,0,0,0,0,22638993,16009,16009,0,19958325,2696677,14812605,1081,2952734,-32490,0,11431,311,0,0,67483,12,38,12,38,0,35,4736,14813584,-15768,2920303,-2,0,0,-4,0,0,0,0,0,6727,0,68,6797,0,0,0,0,0,29094,0,120,0,0,578340,24239,0,-2965949,-1481163,28792076,27220,12,6727,0,387287,22280000,0,0,0,0,1,479,0,0,0,0,0,0,4893816,20530,59095,0,19114175,9,0,62806,214,4862908,24239,0,6101739,492974,0,0,2098305,4496408,426434,4460713,0,0,110825,2,17,284,306,6704,0,0,0,11540453,0,4292724,4292724,0,603532,63,0,0,0,7170,51100,2008,0,0,0,11,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:28,059"
-17750318,14812607,1081,2943449,-30634,0,-3,0,0,0,0,0,23910042,16009,16009,0,21229374,2696677,14812607,1081,2943444,-30634,0,14179,357,0,0,91208,14,38,12,38,0,35,4992,14813585,-18309,2912847,-3,0,0,-4,0,0,0,0,0,6727,0,74,6804,0,0,0,0,0,29094,0,122,0,0,578340,24239,0,-2966777,-1481577,33873276,27248,15,6727,0,387287,23553235,0,0,0,0,1,479,0,0,0,0,0,0,6171633,21141,59095,0,19855104,11,0,62806,214,6140593,24239,0,7380280,492974,0,0,2098305,5774949,426434,5738398,0,0,111081,2,17,371,393,6704,0,0,0,12462410,0,5033651,5033651,0,603532,63,0,0,0,7170,51100,2008,0,0,0,11,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:38,060"
-17748043,14807927,1365,2946197,-29168,0,-3,0,0,0,0,0,25151689,28046,28046,0,22460371,2719364,14807927,1365,2946208,-29168,0,14961,397,0,0,106594,15,46,12,46,0,39,11779,14809186,-19719,2917093,-3,0,0,-4,0,0,0,0,0,11129,0,81,11213,0,0,0,0,0,29094,0,128,0,0,588990,24239,0,-2965476,-1480927,38840592,44884,15,11129,0,387287,24808927,0,0,0,0,1,479,0,0,0,0,0,0,7426630,22422,59842,0,21097782,15,0,63674,235,7393234,24239,0,8638580,492974,0,0,2111931,7019623,434976,6982497,0,0,118121,2,17,449,477,11106,0,0,0,13581659,0,6275675,6275675,0,614182,63,0,0,0,7170,51100,2008,0,0,0,12,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:48,062"
-17761649,14803536,1365,2963282,-28536,0,-3,0,0,0,0,0,26379533,28046,28046,0,23688215,2719364,14803536,1365,2963318,-28536,0,17572,443,0,0,127959,15,47,12,47,0,39,11907,14804777,-21297,2934844,-3,0,0,-4,0,0,0,0,0,15540,0,87,15630,0,0,0,0,0,29094,0,135,0,0,588990,24239,0,-2963042,-1479712,43749068,62552,15,15540,0,387287,26038895,0,0,0,0,1,479,0,0,0,0,0,0,8640657,22604,60450,0,22325047,16,0,64395,235,8607050,24239,0,9856875,492974,0,0,2120748,8229101,439380,8191909,0,0,118249,2,17,536,564,15500,0,0,0,14699905,0,7502937,7502937,0,614182,63,0,0,0,7170,51100,2008,0,0,0,12,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:58,063"
-17750717,14794605,1202,2950335,-26489,0,3,0,0,0,0,0,27580729,28962,28962,0,24887242,2722449,14794605,1202,2950406,-26489,0,19376,481,0,0,143013,18,1270,12,1270,0,301,17294,14795701,-21605,2924001,3,0,0,-3,0,0,0,0,0,24618,0,144,24759,0,0,0,0,0,29094,0,134,0,0,591159,24239,0,-2964636,-1480508,48543524,99108,18,24618,0,387287,27243077,0,0,0,0,1,479,0,0,0,0,0,0,9862967,22914,61172,0,23522149,104,0,65139,334,9828010,24239,0,11087178,492974,0,0,2141188,9438964,450525,9401724,0,0,123881,2,17,621,651,24576,0,0,0,15751902,0,8699453,8699453,0,616351,63,0,0,0,7170,51100,2008,0,0,0,12,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:08,064"
-15706864,12712941,1026,2932119,-25580,0,1,0,0,0,0,0,28173874,36312,36312,0,25467486,2742700,12712941,1026,2932119,-25580,0,19815,491,0,0,151805,92,1593,12,1593,0,516,18160,12713954,-22022,2906601,1,0,0,-3,0,0,0,0,0,24618,1,155,24772,0,0,0,0,-16,24964,0,105,0,0,604037,24239,0,-2559440,-1278157,50893256,99184,94,24618,0,387287,27844045,0,0,0,0,1,479,0,0,0,0,0,0,12566844,22930,61300,0,24109544,190,0,65267,358,10445634,24239,0,11705256,492974,0,0,2141188,10057042,450525,10019348,0,0,125325,2,17,659,693,24577,0,0,0,15841451,0,9286733,9286733,0,629229,67,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:18,065"
-15633767,12713112,1027,2932831,-23994,0,31,0,0,0,0,0,28187284,36312,36312,0,25480894,2742702,12713112,1027,2932831,-23994,0,19560,-1401,0,0,151758,225,3131,12,3131,0,1175,18160,12714092,-20591,2908969,31,0,0,-3,0,0,0,0,0,24618,1,394,24981,0,0,0,0,-128,24964,0,221,0,0,604037,24239,0,-2544365,-1270629,50902204,100052,229,24618,0,387287,27857690,0,0,0,0,1,479,0,0,0,0,0,0,12580359,22962,61300,0,24124973,420,0,65267,3644,10445634,24239,0,11705256,492974,0,0,2141188,10057042,450525,10019348,0,0,125325,2,17,659,693,24577,0,0,0,15841451,0,9286749,9286748,1,629230,67,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,"2024-09-09 08:45:28,066"
-15633199,12713113,1027,2932831,-23994,0,34,0,0,0,0,0,28187301,36312,36312,0,25480911,2742702,12713113,1027,2932831,-23994,0,19560,-1401,0,0,151758,226,3131,12,3131,0,1175,18160,12714093,-20591,2908974,34,0,0,-3,0,0,0,0,0,24618,1,404,24988,0,0,0,0,-128,24964,0,222,0,0,604037,24239,0,-2544251,-1270572,50902208,100112,230,24618,0,387287,27857722,0,0,0,0,1,479,0,0,0,0,0,0,12580401,22962,61300,0,24124974,421,0,65267,3644,10445634,24239,0,11705256,492974,0,0,2141188,10057042,450525,10019348,0,0,125325,2,17,659,693,24577,0,0,0,15841451,0,9286749,9286748,1,629230,67,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,"2024-09-09 08:45:38,068"
-15633540,12713162,1028,2932884,-23410,0,34,0,0,0,0,0,28188630,36312,36312,0,25482240,2742702,12713162,1028,2932884,-23410,0,19560,-1411,0,0,151752,226,3759,12,3759,0,1305,18160,12714157,-20220,2909654,34,0,0,-3,0,0,0,0,0,24618,1,410,24994,0,0,0,0,-96,24970,0,222,0,0,604037,24239,0,-2544192,-1270542,50904924,100136,230,24618,0,387287,27859074,0,0,0,0,1,479,0,0,0,0,0,0,12580994,22969,61300,0,24125773,459,0,65267,3667,10445634,24239,0,11705256,492974,0,0,2141188,10057042,450525,10019348,0,0,125325,2,17,659,693,24577,0,0,0,15841451,0,9286749,9286748,1,629230,67,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,"2024-09-09 08:45:48,069"
-15633078,12713187,1027,2932897,-23324,0,62,0,0,0,0,0,28189130,36312,36312,0,25482740,2742702,12713187,1027,2932897,-23324,0,19560,-1430,0,0,151751,230,3818,12,3818,0,1305,18160,12714164,-20171,2909730,62,0,0,-3,0,0,0,0,0,24618,1,454,25010,0,0,0,0,-160,24970,0,224,0,0,604037,24239,0,-2544080,-1270486,50905220,100208,234,24618,0,387287,27859601,0,0,0,0,1,479,0,0,0,0,0,0,12581472,22970,61300,0,24126389,465,0,65267,3779,10445634,24239,0,11705256,492974,0,0,2141188,10057042,450525,10019348,0,0,125325,2,17,659,693,24577,0,0,0,15841451,0,9286750,9286748,2,629231,67,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,"2024-09-09 08:45:58,070"
-15847630,12850581,1474,2946822,-24758,0,-3,0,0,0,0,0,29875774,36680,36680,0,27146657,2765797,12850636,1474,2946886,-24758,0,19552,-1406,0,0,151663,936,5821,12,5821,0,2590,18160,12852170,-18650,2922702,-3,0,0,-3,0,0,0,0,19,24618,1,462,25083,0,0,0,0,336,25325,0,757,0,0,626676,24239,0,-2584469,-1290656,50958176,100516,972,24618,0,765071,29188800,0,0,0,0,1,479,0,0,0,0,0,0,14137376,23832,65231,0,27563571,1265,0,70122,4079,10468338,24239,0,12376517,492974,0,0,2790356,10079135,451999,10040578,0,0,125709,2,17,659,694,24577,0,0,0,15841451,0,12593139,9286748,1521315,2173248,99,0,0,0,7170,51100,2008,0,0,0,13,7170,51100,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:08,079"
-15838415,11582833,1269371,2948337,-26222,0,-3,0,0,0,0,0,30775326,36681,36681,0,27604597,3207410,11582833,1269371,2948337,-26222,0,18906,-1406,0,0,151358,937,5821,12,5821,0,2590,18465,12852305,-18639,2922770,-3,0,0,-3,0,0,0,0,19,24618,1,468,25089,0,0,0,0,336,25325,0,758,0,0,1077335,24239,0,-2582629,-1289738,50958176,100540,972,24618,0,786274,30076362,0,0,0,0,1,479,0,0,0,0,0,0,15049212,1294622,69592,0,30715794,1265,0,74508,4079,10918932,24239,0,15551436,492974,0,0,5957803,10086607,895504,10047667,0,0,132871,713,50,664,737,24577,0,0,0,15841451,0,15745301,9286748,1979248,3084133,317,18,0,0,17718,57644,6758,0,0,0,16,17718,57644,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:18,083"
-15820594,11469954,1382259,2948337,-26220,0,-3,0,0,0,0,0,30834670,36681,36681,0,27642141,3229210,11469954,1382259,2948337,-26220,0,18906,-1406,0,0,151358,937,5821,12,5821,0,2590,18465,12852223,-18639,2922772,-3,0,0,-3,0,0,0,0,19,24618,1,475,25096,0,0,0,0,336,25325,0,758,0,0,1099117,24239,0,-2579066,-1287958,50958176,100568,972,24618,0,789328,30132680,0,0,0,0,1,479,0,0,0,0,0,0,15108831,1407786,69866,0,30755746,1265,0,74790,4079,10940714,24239,0,15686389,492974,0,0,6092736,10086627,917286,10047667,0,0,132871,713,51,666,745,24577,0,0,0,15841451,0,15785244,9286748,2016775,3143700,336,18,0,0,19766,104137,7324,0,0,0,16,19766,104137,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:28,085"
-15816087,11469922,1382259,2948338,-26220,0,-3,0,0,0,0,0,30839781,36681,36681,0,27647252,3229210,11469922,1382259,2948338,-26220,0,18906,-1406,0,0,151358,937,5821,12,5821,0,2590,18465,12852175,-18639,2922773,-3,0,0,-3,0,0,0,0,19,24618,1,481,25102,0,0,0,0,336,25325,0,758,0,0,1099117,24239,0,-2578164,-1287508,50958176,100592,972,24618,0,790126,30137014,0,0,0,0,1,479,0,0,0,0,0,0,15114018,1407786,69866,0,30760839,1265,0,74790,4079,10940714,24239,0,15686389,492974,0,0,6092736,10086627,917286,10047667,0,0,132871,713,51,666,745,24577,0,0,0,15841451,0,15790337,9286748,2021868,3148793,336,18,0,0,19766,104137,7324,0,0,0,16,19766,104137,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:38,091"
-15808843,11469581,1382572,2948326,-26206,0,-3,0,0,0,0,0,30842639,36681,36681,0,27650110,3229210,11469581,1382572,2948326,-26206,0,18906,-1406,0,0,151358,937,5821,12,5821,0,2590,18465,12852175,-18639,2922775,-3,0,0,-3,0,0,0,0,19,24618,1,488,25109,0,0,0,0,336,25325,0,758,0,0,1099117,24239,0,-2576715,-1286784,50958184,100620,974,24618,0,790126,30139887,0,0,0,0,1,479,0,0,0,0,0,0,15116887,1408118,69866,0,30763829,1267,0,74790,4102,10940714,24239,0,15686389,492974,0,0,6092736,10086627,917286,10047667,0,0,132871,713,51,666,745,24577,0,0,0,15841451,0,15792674,9286748,2024205,3151130,336,18,0,0,19766,104137,7324,0,0,0,16,19766,104137,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:48,093"
-15802786,11469581,1382572,2948360,-26204,0,-2,0,0,0,0,0,30845223,36681,36681,0,27652694,3229210,11469581,1382572,2948360,-26204,0,18906,-1406,0,0,151358,939,5821,12,5821,0,2590,18465,12852177,-18638,2922812,-2,0,0,-3,0,0,0,0,19,24618,1,497,25117,0,0,0,0,336,25325,0,759,0,0,1099117,24239,0,-2575497,-1286176,50958312,100664,974,24618,0,790170,30142455,0,0,0,0,1,479,0,0,0,0,0,0,15119447,1408118,69866,0,30766373,1268,0,74790,4103,10940714,24239,0,15686389,492974,0,0,6092736,10086627,917286,10047667,0,0,132871,713,51,666,745,24577,0,0,0,15841451,0,15795216,9286748,2026747,3153672,336,18,0,0,19766,104137,7324,0,0,0,16,19766,104137,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,"2024-09-09 08:46:58,103"
