Node 0 MemTotal,Node 0 MemFree,Node 0 MemUsed,Node 0 SwapCached,Node 0 Active,Node 0 Inactive,Node 0 Active(anon),Node 0 Inactive(anon),Node 0 Active(file),Node 0 Inactive(file),Node 0 Unevictable,Node 0 Mlocked,Node 0 Dirty,Node 0 Writeback,Node 0 FilePages,Node 0 Mapped,Node 0 AnonPages,Node 0 Shmem,Node 0 KernelStack,Node 0 PageTables,Node 0 SecPageTables,Node 0 NFS_Unstable,Node 0 Bounce,Node 0 WritebackTmp,Node 0 KReclaimable,Node 0 Slab,Node 0 SReclaimable,Node 0 SUnreclaim,Node 0 AnonHugePages,Node 0 ShmemHugePages,Node 0 ShmemPmdMapped,Node 0 FileHugePages,Node 0 FilePmdMapped,Node 0 Unaccepted,Node 0 HugePages_Total,Node 0 HugePages_Free,Node 0 HugePages_Surp,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:48,045"
0,-5978952,5978952,0,-187080,6192804,4300,6709052,-191380,-516248,0,0,-8,0,-708524,-104228,6713832,-544,-48,16532,0,0,0,0,-15200,-15100,-15200,100,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:58,046"
0,-5979204,5979204,0,-187080,6192804,4300,6709052,-191380,-516248,0,0,-8,0,-708524,-104228,6713840,-544,-48,16532,0,0,0,0,-15200,-15100,-15200,100,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:08,049"
0,-5979204,5979204,0,-187080,6192804,4300,6709052,-191380,-516248,0,0,-8,0,-708524,-104228,6713856,-544,-48,16532,0,0,0,0,-15200,-15100,-15200,100,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:18,050"
0,-5979204,5979204,0,-187080,6192804,4300,6709052,-191380,-516248,0,0,-8,0,-708524,-104228,6713860,-544,-48,16532,0,0,0,0,-15200,-15100,-15200,100,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:28,051"
0,-5979204,5979204,0,-187080,6192804,4300,6709052,-191380,-516248,0,0,-8,0,-708524,-104228,6713876,-544,-48,16532,0,0,0,0,-15200,-15100,-15200,100,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:38,053"
0,-5984136,5984136,0,-185696,6191404,5560,6707776,-191256,-516372,0,0,-8,0,-708524,-104228,6713816,-544,-24,16540,0,0,0,0,-15200,-15088,-15200,112,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:48,054"
0,-6002592,6002592,0,-186948,6206312,4280,6709080,-191228,-502768,0,0,-8,0,-694892,-104524,6713816,-544,-24,16540,0,0,0,0,-15452,-15344,-15452,108,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:58,056"
0,-5998676,5998676,28,-186916,6206312,4312,6709080,-191228,-502768,0,0,-8,0,-694864,-104524,6713820,-544,-24,16540,0,0,0,0,-15568,-15460,-15568,108,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:08,057"
0,-6030392,6030392,28,-186872,6233960,4312,6709108,-191184,-475148,0,0,-8,0,-667200,-104552,6713980,-544,-24,16540,0,0,0,0,-15704,-15596,-15704,108,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:18,058"
0,-6029704,6029704,28,-186752,6233992,4312,6709140,-191064,-475148,0,0,-4,0,-667060,-104552,6713980,-544,-24,16540,0,0,0,0,-15924,-15816,-15924,108,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:28,059"
0,-6027424,6027424,28,-186752,6233992,4312,6709140,-191064,-475148,0,0,-8,0,-667060,-104552,6713980,-544,-24,16540,0,0,0,0,-16340,-16232,-16340,108,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:38,061"
0,-6031728,6031728,28,-185528,6238348,5448,6691428,-190976,-453080,0,0,-8,0,-644924,-104588,6697400,-544,-24,16540,0,0,0,0,-23564,-23440,-23564,124,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:48,062"
0,-6026844,6026844,28,-185528,6238348,5448,6691428,-190976,-453080,0,0,-8,0,-644924,-104588,6697400,-544,-24,16540,0,0,0,0,-24224,-24100,-24224,124,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:58,063"
0,-6027548,6027548,28,-182200,6237864,4800,6683788,-187000,-445924,0,0,8,0,-633736,-100300,6689144,-544,-24,16540,0,0,0,0,-27776,-27704,-27776,72,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:08,064"
0,743600,-743600,28,-182864,-513908,4096,-45816,-186960,-468092,0,0,0,0,-655864,-100356,-41172,-544,-24,20,0,0,0,0,-28288,-28216,-28288,72,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:18,065"
0,742476,-742476,28,-178764,-510992,4092,-45704,-182856,-465288,0,0,108,0,-648960,-95588,-41104,-544,-24,20,0,0,0,0,-28576,-29140,-28576,-564,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:28,067"
0,743888,-743888,32,-178764,-510988,4092,-45700,-182856,-465288,0,0,116,0,-648940,-95588,-41100,-544,-24,20,0,0,0,0,-28576,-29140,-28576,-564,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:38,068"
0,742404,-742404,32,-176432,-510572,4096,-45504,-180528,-465068,0,0,116,0,-646220,-94104,-40844,-544,-8,44,0,0,0,0,-28576,-29148,-28576,-572,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:48,069"
0,744144,-744144,40,-176092,-510416,4092,-45400,-180184,-465016,0,0,228,0,-645916,-93932,-40812,-544,-72,44,0,0,0,0,-28576,-29212,-28576,-636,0,0,0,0,0,0,0,0,0,"2024-09-09 08:45:58,070"
