Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 SecPageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 Unaccepted,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
66055212,65202152,853060,0,95480,395200,1356,47872,94124,347328,828,828,4,0,444600,75732,46976,2276,3944,5564,0,0,0,0,31300,76928,31300,45628,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:48,045"
66055212,62911860,3143352,0,95536,2782856,1356,1727128,94180,1055728,828,828,0,0,1153564,180280,1725744,2824,3960,5568,0,0,0,0,30704,76316,30704,45612,0,0,0,0,0,0,0,0,0,"2024-09-09 08:42:58,047"
66055212,54048332,12006880,0,95596,11621820,1356,10514528,94240,1107292,828,828,0,0,1205196,180984,10513180,2824,3960,22400,0,0,0,0,30816,76460,30816,45644,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:08,049"
66055212,36194636,29860576,0,95596,29443624,1356,28336332,94240,1107292,828,828,0,0,1205200,180984,28334932,2824,3960,57396,0,0,0,0,30816,76464,30816,45648,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:18,050"
66055212,18606552,47448660,0,95596,46991448,1356,45884136,94240,1107312,828,828,0,0,1205208,180984,45882712,2824,3960,91780,0,0,0,0,30816,76492,30816,45676,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:28,051"
66055212,8738328,57316884,0,98632,56832560,1356,52615752,97276,4216808,828,828,0,0,4317756,180984,52614328,2824,3960,105384,0,0,0,0,37964,83764,37964,45800,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:38,053"
66055212,3570948,62484264,0,103652,61954804,1356,52615596,102296,9339208,828,828,0,0,9445272,180984,52614148,2824,3968,105400,0,0,0,0,49708,95736,49708,46028,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:48,054"
66055212,228836,65826376,548,113112,65275368,1352,52597668,111760,12677700,828,828,0,0,12793768,146936,52595692,2804,3968,105400,0,0,0,0,61568,107812,61568,46244,0,0,0,0,0,0,0,0,0,"2024-09-09 08:43:58,056"
66055212,197452,65857760,548,137528,65269028,1352,52597668,136176,12671360,828,828,0,0,12811704,135712,52595692,2804,3968,105400,0,0,0,0,73360,119788,73360,46428,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:08,057"
66055212,238040,65817172,560,150264,65214484,1368,52597688,148896,12616796,828,828,0,0,12769976,126916,52595760,2804,3968,105400,0,0,0,0,83080,129660,83080,46580,0,0,0,0,0,0,0,0,0,"2024-09-09 08:44:18,058"
