Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
66055348,64382632,1672716,0,209732,1004900,576,85536,209156,919364,18092,18092,252,0,1137784,129624,95692,1240,3560,6256,0,0,0,81748,140164,81748,58416,0,0,0,0,0,0,0,0,"2024-08-18 02:10:09,458"
66055348,64493972,1561376,0,210804,1005856,576,86108,210228,919748,18092,18092,0,0,1138736,130196,96196,1244,3576,6400,0,0,0,83396,141980,83396,58584,0,0,0,0,0,0,0,0,"2024-08-18 02:10:19,460"
66055348,55376628,10678720,8,211184,10104424,576,9133112,210608,971312,18092,18092,0,0,1190680,131096,9143196,1244,3576,24104,0,0,0,83524,142108,83524,58584,0,0,0,0,0,0,0,0,"2024-08-18 02:10:29,463"
66055348,36975840,29079508,16,211184,28468932,576,27497620,210608,971312,18092,18092,0,0,1190692,131096,27507644,1244,3576,59968,0,0,0,83524,142108,83524,58584,0,0,0,0,0,0,0,0,"2024-08-18 02:10:39,464"
66055348,18547584,47507764,16,211184,46861024,576,45889712,210608,971312,18092,18092,0,0,1190700,131096,45900236,1244,3576,96020,0,0,0,83524,142108,83524,58584,0,0,0,0,0,0,0,0,"2024-08-18 02:10:49,465"
66055348,9494192,56561156,432,301020,55801916,600,50975436,300420,4826480,18092,18092,0,0,5136204,132316,50985220,1244,3576,105988,0,0,0,92468,151164,92468,58696,0,0,0,0,0,0,0,0,"2024-08-18 02:10:59,466"
66055348,3868636,62186712,436,417872,61296240,600,50975508,417272,10320732,18092,18092,0,0,10747336,132848,50985272,1244,3576,105988,0,0,0,105188,164084,105188,58896,0,0,0,0,0,0,0,0,"2024-08-18 02:11:09,468"
66055348,167976,65887372,436,550972,64852532,600,50975516,550372,13877016,18092,18092,0,0,14437320,133776,50985304,1244,3576,105988,0,0,0,116500,175588,116500,59088,0,0,0,0,0,0,0,0,"2024-08-18 02:11:19,469"
66055348,191764,65863584,436,681924,64685840,600,50975552,681324,13710288,18092,18092,0,0,14401028,133776,50985324,1244,3576,105988,0,0,0,128080,187360,128080,59280,0,0,0,0,0,0,0,0,"2024-08-18 02:11:29,470"
66055348,227668,65827680,436,807096,64512412,600,50975552,806496,13536860,18092,18092,0,0,14352720,133776,50985324,1244,3576,105988,0,0,0,140064,199536,140064,59472,0,0,0,0,0,0,0,0,"2024-08-18 02:11:39,471"
66055348,229576,65825772,436,926896,64378816,600,50975552,926296,13403264,18092,18092,0,0,14338948,112748,50985336,1244,3576,105988,0,0,0,151900,211564,151900,59664,0,0,0,0,0,0,0,0,"2024-08-18 02:11:49,474"
66055348,223464,65831884,448,1030748,64271548,612,50975308,1030136,13296240,18092,18092,0,0,14335540,107440,50985120,1236,3576,105988,0,0,0,163404,223184,163404,59780,0,0,0,0,0,0,0,0,"2024-08-18 02:11:59,475"
66055348,211988,65843360,448,1146184,64155228,612,50975308,1145572,13179920,18092,18092,0,0,14334816,103776,50985128,1236,3576,105988,0,0,0,175204,235184,175204,59980,0,0,0,0,0,0,0,0,"2024-08-18 02:12:09,476"
66055348,187340,65868008,448,1255752,64058552,612,50975308,1255140,13083244,18092,18092,0,0,14347700,100332,50985128,1236,3576,105988,0,0,0,186620,246768,186620,60148,0,0,0,0,0,0,0,0,"2024-08-18 02:12:19,478"
66055348,219652,65835696,448,1306008,63970728,612,50975308,1305396,12995420,18092,18092,8,0,14310140,98484,50985132,1236,3560,105988,0,0,0,190972,251216,190972,60244,0,0,0,0,0,0,0,0,"2024-08-18 02:12:29,479"
66055348,209448,65845900,448,1316332,63971668,620,50975368,1315712,12996300,18092,18092,384,0,14321244,106232,50985132,1240,3560,105916,0,0,0,190384,246772,190384,56388,0,0,0,0,0,0,0,0,"2024-08-18 02:12:39,891"
66055348,214388,65840960,448,1316700,63971728,620,50975376,1316080,12996352,18092,18092,140,0,14321584,105500,50985140,1240,3368,105988,0,0,0,190040,243576,190040,53536,0,0,0,0,0,0,0,0,"2024-08-18 02:12:49,893"
66055348,215140,65840208,448,1316704,63970908,620,50974560,1316084,12996348,18092,18092,28,0,14321584,105500,50984324,1240,3376,105988,0,0,0,190032,243560,190032,53528,0,0,0,0,0,0,0,0,"2024-08-18 02:12:59,894"
66055348,215648,65839700,448,1316704,63970908,620,50974560,1316084,12996348,18092,18092,28,0,14321584,105500,50984324,1240,3376,105988,0,0,0,190032,243560,190032,53528,0,0,0,0,0,0,0,0,"2024-08-18 02:13:09,895"
66055348,216236,65839112,448,1316704,63970888,620,50974540,1316084,12996348,18092,18092,24,0,14321584,105532,50984304,1240,3376,105988,0,0,0,190032,243552,190032,53520,0,0,0,0,0,0,0,0,"2024-08-18 02:13:19,896"
66055348,4301656,61753692,448,1316704,59814516,620,46818168,1316084,12996348,18092,18092,16,0,14321584,105720,46827932,1240,3376,105988,0,0,0,190032,243552,190032,53520,0,0,0,0,0,0,0,0,"2024-08-18 02:13:29,897"
66055348,6419728,59635620,448,1316704,57698300,620,44701952,1316084,12996348,18092,18092,16,0,14321584,105720,44711716,1240,3376,105988,0,0,0,190032,243552,190032,53520,0,0,0,0,0,0,0,0,"2024-08-18 02:13:39,899"
66055348,6420560,59634788,448,1316704,57698300,620,44701952,1316084,12996348,18092,18092,0,0,14321584,105720,44711716,1240,3360,105988,0,0,0,190032,243552,190032,53520,0,0,0,0,0,0,0,0,"2024-08-18 02:13:49,901"
66055348,6433620,59621728,480,1317236,57698472,632,44702036,1316604,12996436,18092,18092,76,0,14322232,106060,44711824,1244,3200,105760,0,0,0,190032,243392,190032,53360,0,0,0,0,0,0,0,0,"2024-08-18 02:13:59,903"
66055348,6433400,59621948,480,1317244,57698552,636,44702112,1316608,12996440,18092,18092,24,0,14322260,106060,44711884,1260,3168,106004,0,0,0,190032,243400,190032,53368,0,0,0,0,0,0,0,0,"2024-08-18 02:14:09,905"
66055348,6433872,59621476,480,1317252,57698592,636,44702144,1316616,12996448,18092,18092,28,0,14322268,106060,44711912,1260,3168,106004,0,0,0,190032,243400,190032,53368,0,0,0,0,0,0,0,0,"2024-08-18 02:14:19,906"
66055348,6433860,59621488,480,1317252,57698616,636,44702164,1316616,12996452,18092,18092,0,0,14322268,106060,44711924,1256,3168,106004,0,0,0,190032,243400,190032,53368,0,0,0,0,0,0,0,0,"2024-08-18 02:14:29,908"
66055348,6433956,59621392,480,1317252,57698616,636,44702164,1316616,12996452,18092,18092,20,0,14322268,106060,44711924,1256,3168,106004,0,0,0,190032,243400,190032,53368,0,0,0,0,0,0,0,0,"2024-08-18 02:14:39,910"
66055348,6433956,59621392,480,1317252,57698616,636,44702164,1316616,12996452,18092,18092,20,0,14322268,106060,44711924,1256,3168,106004,0,0,0,190032,243400,190032,53368,0,0,0,0,0,0,0,0,"2024-08-18 02:14:49,913"
66055348,6434116,59621232,480,1317236,57698428,620,44701976,1316616,12996452,18092,18092,20,0,14322252,106060,44711736,1240,3168,106004,0,0,0,190032,243392,190032,53360,0,0,0,0,0,0,0,0,"2024-08-18 02:14:59,915"
66055348,6434496,59620852,480,1317236,57698408,616,44701960,1316620,12996448,18092,18092,0,0,14322252,106384,44711716,1240,3168,106004,0,0,0,190032,243388,190032,53356,0,0,0,0,0,0,0,0,"2024-08-18 02:15:09,917"
66055348,6434496,59620852,480,1317236,57698408,616,44701960,1316620,12996448,18092,18092,16,0,14322252,106384,44711716,1240,3168,106004,0,0,0,190032,243388,190032,53356,0,0,0,0,0,0,0,0,"2024-08-18 02:15:19,919"
