Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
66055348,65133484,921864,0,114732,455272,3764,33248,110968,422024,952,952,8,0,546596,40240,24520,12616,3656,4552,0,0,0,30816,84748,30816,53932,0,0,0,0,0,0,0,0,"2024-08-19 05:05:30,057"
66055348,65201200,854148,604,121688,456044,3768,33956,117920,422088,952,952,0,0,554192,45180,25208,12616,3656,4560,0,0,0,31928,85948,31928,54020,0,0,0,0,0,0,0,0,"2024-08-19 05:05:40,082"
66055348,55899144,10156204,1908,123528,9737816,3768,9263992,119760,473824,952,952,0,0,609104,46680,9255252,12616,3656,22340,0,0,0,32056,86084,32056,54028,0,0,0,0,0,0,0,0,"2024-08-19 05:05:50,083"
66055348,37427724,28627624,1924,123736,28173568,3768,27699736,119968,473832,952,952,0,0,609376,46860,27691004,12616,3656,58344,0,0,0,32056,86084,32056,54028,0,0,0,0,0,0,0,0,"2024-08-19 05:06:00,085"
66055348,18927108,47128240,1936,128312,46629464,3772,46155484,124540,473980,952,952,0,0,614368,48624,46146660,12616,3640,94480,0,0,0,32056,86080,32056,54024,0,0,0,0,0,0,0,0,"2024-08-19 05:06:10,086"
66055348,10084144,55971204,1956,212076,55370168,3772,50924340,208304,4445828,952,952,0,0,4669932,48624,50915472,12616,3640,104144,0,0,0,41240,95368,41240,54128,0,0,0,0,0,0,0,0,"2024-08-19 05:06:20,087"
66055348,4407724,61647624,1972,328852,60916496,3772,50924340,325080,9992156,952,952,0,0,10333548,48624,50915484,12616,3640,104144,0,0,0,54088,108416,54088,54328,0,0,0,0,0,0,0,0,"2024-08-19 05:06:30,089"
66055348,218188,65837160,1976,451260,64969784,3772,50924408,447488,14045376,952,952,0,0,14508760,50856,50915536,12616,3640,104144,0,0,0,66840,121368,66840,54528,0,0,0,0,0,0,0,0,"2024-08-19 05:06:40,089"
66055348,236644,65818704,1976,568132,64822528,3772,50924416,564360,13898112,952,952,0,0,14478340,50856,50915544,12616,3640,104144,0,0,0,78920,133632,78920,54712,0,0,0,0,0,0,0,0,"2024-08-19 05:06:50,091"
66055348,246380,65808968,1976,682436,64685672,3772,50924428,678664,13761244,952,952,0,0,14456256,50856,50915556,12616,3640,104144,0,0,0,90696,145592,90696,54896,0,0,0,0,0,0,0,0,"2024-08-19 05:07:00,092"
66055348,212892,65842456,1980,798320,64589212,3776,50924428,794544,13664784,952,952,0,0,14475136,50844,50915572,12616,3640,104144,0,0,0,102984,158072,102984,55088,0,0,0,0,0,0,0,0,"2024-08-19 05:07:10,094"
66055348,194868,65860480,1980,912756,64478824,3776,50924428,908980,13554396,952,952,0,0,14479180,50748,50915580,12616,3640,104144,0,0,0,115500,170780,115500,55280,0,0,0,0,0,0,0,0,"2024-08-19 05:07:20,095"
