nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_swapcached,pgpromote_success,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgdemote_kswapd,pgdemote_direct,pgscan_kswapd,pgscan_direct,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-08-19 05:05:30,057"
-1496669,1703427,163,-128681,-48656,0,-2,0,0,0,0,2104656,283,283,0,528232,1576707,1703427,163,-128681,-48656,0,-10630,39,0,0,1535,253,2115,1,2115,0,1537,17419,1702892,-34095,-176517,-2,0,0,-70,0,0,0,0,0,395590,0,6,395598,0,0,0,0,-88,4126,962,0,-334719,-167155,9752,1582392,296,395590,0,388939,1716000,0,0,0,7,1554,0,0,0,0,579531,19681,70356,0,2099064,351,0,73917,231,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,0,0,0,0,0,1304,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,"2024-08-19 05:05:40,075"
-3822616,4010813,163,-115747,-47771,0,-2,0,0,0,0,4430459,283,283,0,2854035,1576707,4010813,163,-115747,-47771,0,-10598,41,0,0,1512,617,2983,1,2983,0,2132,17419,4010280,-33380,-162364,-2,0,0,-70,0,0,0,0,0,395590,0,12,395604,0,0,0,0,-88,8571,1288,0,-797032,-398030,66652,1582416,617,395590,0,388939,4041811,0,0,0,7,1554,0,0,0,0,579539,19690,70356,0,4406778,707,0,73917,395,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,1173647,0,75,73,2,1306,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,"2024-08-19 05:05:50,083"
-8440722,8619749,163,-115746,-47603,0,-2,0,0,0,0,9048601,283,283,0,7472177,1576707,8619749,163,-115746,-47603,0,-10598,41,0,0,1501,639,3170,1,3170,0,2306,17419,8619222,-33253,-162172,-2,0,0,-70,0,0,0,0,0,395590,0,17,395609,0,0,0,0,-104,17572,1292,0,-1720394,-859147,67176,1582436,640,395590,0,388939,8659953,0,0,0,7,1554,0,0,0,0,579557,19691,70356,0,9016176,734,0,73917,413,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,3205263,0,410,408,2,1306,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,"2024-08-19 05:06:00,084"
-13066882,13233722,164,-115708,-46050,0,-2,0,0,0,0,13673944,283,283,0,12097520,1576707,13233722,164,-115708,-46050,0,-10600,39,0,0,1471,663,4794,1,4794,0,3589,17419,13233168,-32672,-160469,-2,0,0,-70,0,0,0,0,0,395590,0,23,395615,0,0,0,0,-104,26608,1308,0,-2645082,-1320926,73964,1582460,665,395590,0,388939,13285297,0,0,0,7,1554,0,0,0,0,580264,19709,70356,0,13631286,835,0,73917,448,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,5695631,0,737,735,2,1306,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,"2024-08-19 05:06:10,086"
-15277812,14426058,164,877254,-25056,0,-2,0,0,0,0,15883072,283,283,0,14306648,1576707,14426058,164,877254,-25056,0,-8304,65,0,0,1470,673,4843,1,4843,0,3589,17419,14425492,-32640,853471,-2,0,0,-70,0,0,0,0,0,395590,0,28,395620,0,0,0,0,-104,29024,1313,0,-2884418,-1440448,4129732,1582480,673,395590,0,388939,15494416,0,0,0,7,1554,0,0,0,0,580274,39644,70356,0,15837657,845,0,73917,452,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,7268495,0,1014843,1014841,2,1306,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,"2024-08-19 05:06:20,087"
-16696629,14426058,164,2263836,4138,0,-2,0,0,0,0,17299761,283,283,0,15723337,1576707,14426058,164,2263836,4138,0,-5092,115,0,0,1470,674,4843,1,4843,0,3589,17419,14425493,-32640,2269251,-2,0,0,-70,0,0,0,0,0,395590,0,34,395626,0,0,0,0,-104,29024,1314,0,-2885026,-1440752,9793136,1582504,676,395590,0,388939,16911105,0,0,0,7,1554,0,0,0,0,580286,67469,70356,0,16625745,848,0,73917,453,500471,73978,0,0,2073007,599390,0,2459514,212883,394867,179582,0,0,144205,1103,33,1,35,395046,0,0,0,8579237,0,1802927,1802925,2,1306,3,0,0,0,3780,56457,3231,0,0,0,17,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,"2024-08-19 05:06:30,088"
-17745440,14423924,164,3279672,35570,0,-2,0,0,0,0,18720924,2868,2868,0,17144500,1579292,14423924,164,3279672,35570,0,-1892,165,0,0,5444,680,6556,1,6556,0,3936,17547,14423320,-31575,3316603,-2,0,0,-70,0,0,0,0,0,397803,0,39,397844,0,0,0,0,-104,29024,1349,0,-2885335,-1440906,15480124,1591376,680,397803,0,388939,18334853,0,0,0,7,1554,0,0,0,0,958073,95925,70367,0,17410570,988,0,73929,456,877120,73978,0,0,2452499,599390,0,2464195,587694,397050,554048,0,0,144333,1103,33,22,58,397229,0,0,0,9824421,0,2587298,2587296,2,1306,3,0,0,0,3780,56457,3231,0,0,0,18,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,"2024-08-19 05:06:40,089"
-17740565,14423929,164,3242745,64800,0,-2,0,0,0,0,20131330,2868,2868,0,18554906,1579292,14423929,164,3242735,64800,0,1128,211,0,0,19926,684,6558,1,6558,0,3938,18571,14423328,-31575,3308877,-2,0,0,-70,0,0,0,0,0,397803,0,46,397851,0,0,0,0,-104,29024,1349,0,-2885901,-1441189,21118544,1591404,684,397803,0,388939,19745259,0,0,0,7,1554,0,0,0,0,2375337,123850,70367,0,18234679,992,0,73929,458,2294374,73978,0,0,3870446,599390,0,2464195,2005641,397050,1971302,0,0,145357,1103,33,108,144,397229,0,0,0,11004069,0,3411399,3411397,2,1306,3,0,0,0,3780,56457,3231,0,0,0,18,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,"2024-08-19 05:06:50,090"
-17738123,14423932,164,3208653,93376,0,-2,0,0,0,0,21506381,2868,2868,0,19929957,1579292,14423932,164,3208639,93376,0,4063,257,0,0,35065,684,6558,1,6558,0,3938,19723,14423331,-31575,3303356,-2,0,0,-70,0,0,0,0,0,397803,0,52,397857,0,0,0,0,-104,29024,1349,0,-2886516,-1441496,26615628,1591428,685,397803,0,388939,21120310,0,0,0,7,1554,0,0,0,0,3755161,151163,70367,0,19609061,993,0,73929,459,3674172,73978,0,0,5250737,599390,0,2464195,3385932,397050,3351100,0,0,146509,1103,33,195,231,397229,0,0,0,12249253,0,4785776,4785774,2,1306,3,0,0,0,3780,56457,3231,0,0,0,18,3780,56457,0,0,0,0,12,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,"2024-08-19 05:07:00,092"
