Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-08-19 05:05:30,057"
0,67716,-67716,604,6956,772,4,708,6952,64,0,0,-8,0,7596,4940,688,0,0,8,0,0,0,1112,1200,1112,88,0,0,0,0,0,0,0,0,"2024-08-19 05:05:40,082"
0,-9234340,9234340,1908,8796,9282544,4,9230744,8792,51800,0,0,-8,0,62508,6440,9230732,0,0,17788,0,0,0,1240,1336,1240,96,0,0,0,0,0,0,0,0,"2024-08-19 05:05:50,083"
0,-27705760,27705760,1924,9004,27718296,4,27666488,9000,51808,0,0,-8,0,62780,6620,27666484,0,0,53792,0,0,0,1240,1336,1240,96,0,0,0,0,0,0,0,0,"2024-08-19 05:06:00,085"
0,-46206376,46206376,1936,13580,46174192,8,46122236,13572,51956,0,0,-8,0,67772,8384,46122140,0,-16,89928,0,0,0,1240,1332,1240,92,0,0,0,0,0,0,0,0,"2024-08-19 05:06:10,086"
0,-55049340,55049340,1956,97344,54914896,8,50891092,97336,4023804,0,0,-8,0,4123336,8384,50890952,0,-16,99592,0,0,0,10424,10620,10424,196,0,0,0,0,0,0,0,0,"2024-08-19 05:06:20,087"
0,-60725760,60725760,1972,214120,60461224,8,50891092,214112,9570132,0,0,-8,0,9786952,8384,50890964,0,-16,99592,0,0,0,23272,23668,23272,396,0,0,0,0,0,0,0,0,"2024-08-19 05:06:30,089"
0,-64915296,64915296,1976,336528,64514512,8,50891160,336520,13623352,0,0,-8,0,13962164,10616,50891016,0,-16,99592,0,0,0,36024,36620,36024,596,0,0,0,0,0,0,0,0,"2024-08-19 05:06:40,089"
0,-64896840,64896840,1976,453400,64367256,8,50891168,453392,13476088,0,0,-8,0,13931744,10616,50891024,0,-16,99592,0,0,0,48104,48884,48104,780,0,0,0,0,0,0,0,0,"2024-08-19 05:06:50,091"
0,-64887104,64887104,1976,567704,64230400,8,50891180,567696,13339220,0,0,-8,0,13909660,10616,50891036,0,-16,99592,0,0,0,59880,60844,59880,964,0,0,0,0,0,0,0,0,"2024-08-19 05:07:00,092"
0,-64920592,64920592,1980,683588,64133940,12,50891180,683576,13242760,0,0,-8,0,13928540,10604,50891052,0,-16,99592,0,0,0,72168,73324,72168,1156,0,0,0,0,0,0,0,0,"2024-08-19 05:07:10,094"
0,-64938616,64938616,1980,798024,64023552,12,50891180,798012,13132372,0,0,-8,0,13932584,10508,50891060,0,-16,99592,0,0,0,84684,86032,84684,1348,0,0,0,0,0,0,0,0,"2024-08-19 05:07:20,095"
0,-64890068,64890068,1988,910968,63850228,12,50891196,910956,12959032,0,0,-8,0,13872448,9068,50891076,0,-16,99592,0,0,0,97108,98656,97108,1548,0,0,0,0,0,0,0,0,"2024-08-19 05:07:30,096"
0,-64965816,64965816,1988,1018052,63807952,12,50891196,1018040,12916756,0,0,-8,0,13937300,8300,50891092,0,-16,99592,0,0,0,108708,110440,108708,1732,0,0,0,0,0,0,0,0,"2024-08-19 05:07:40,097"
0,-64913188,64913188,2256,1070532,63696284,12,50891468,1070520,12804816,0,0,0,0,13877808,8032,50891404,0,-32,99592,0,0,0,113348,115160,113348,1812,0,0,0,0,0,0,0,0,"2024-08-19 05:07:50,098"
0,-64915228,64915228,2700,1073244,63697708,12,50892164,1073232,12805544,0,0,68,0,13881480,9812,50892072,4,0,99636,0,0,0,113028,111052,113028,-1976,0,0,0,0,0,0,0,0,"2024-08-19 05:08:00,154"
0,-64909652,64909652,2700,1073268,63697256,-8,50891704,1073276,12805552,0,0,8,0,13881480,8292,50891564,-12,-80,99592,0,0,0,112836,107348,112836,-5488,0,0,0,0,0,0,0,0,"2024-08-19 05:08:10,155"
0,-64908348,64908348,2700,1073268,63697256,-8,50891704,1073276,12805552,0,0,0,0,13881480,8292,50891564,-12,-80,99592,0,0,0,112828,107328,112828,-5500,0,0,0,0,0,0,0,0,"2024-08-19 05:08:20,156"
0,-64907844,64907844,2700,1073268,63697256,-8,50891704,1073276,12805552,0,0,-8,0,13881480,8292,50891564,-12,-80,99592,0,0,0,112828,107328,112828,-5500,0,0,0,0,0,0,0,0,"2024-08-19 05:08:30,157"
0,-64907076,64907076,2700,1073268,63697252,-8,50891700,1073276,12805552,0,0,4,0,13881480,8292,50891560,-12,-80,99592,0,0,0,112828,107328,112828,-5500,0,0,0,0,0,0,0,0,"2024-08-19 05:08:40,158"
0,-60930632,60930632,2636,1073268,59644716,-8,46839164,1073276,12805552,0,0,-8,0,13881416,8404,46839024,-12,-80,99592,0,0,0,112828,107296,112828,-5532,0,0,0,0,0,0,0,0,"2024-08-19 05:08:50,160"
