nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,nr_unaccepted,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_sec_page_table_pages,nr_iommu_pages,nr_swapcached,pgpromote_success,pgpromote_candidate,pgdemote_kswapd,pgdemote_direct,pgdemote_khugepaged,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,pgalloc_device,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,allocstall_device,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgskip_device,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgsteal_khugepaged,pgscan_kswapd,pgscan_direct,pgscan_khugepaged,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,zswpwb,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
17820204,31995,1034,214515,69395,5391,52,4623,0,0,0,0,3573213,0,0,2437606,2339603,1233610,31995,1034,214515,69395,5391,24322,39026,0,0,0,0,0,0,0,0,0,0,32267,47859,290131,52,0,0,4235,0,0,0,0,0,0,0,19331,19226,0,0,574,574,11008,3380,2097,2097,0,0,0,0,0,0,3606094,1800845,1033103,81408,0,0,1024,2988,3688381,0,0,0,0,0,0,0,0,0,0,0,0,21555237,38824,0,711,3063643,4719,0,0,132707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318157,0,2259585,2266265,2261642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1,0,"2024-09-06 12:24:16,977"
16260078,1728065,2260,156511,33712,5391,52,4623,0,0,0,0,5676539,25,25,2437606,2340582,3335982,1728065,2260,156511,33712,5391,19245,38890,0,0,1331,80,275,0,275,0,273,7457,1725851,44674,200314,52,0,0,4062,0,0,0,0,0,404948,13,19339,424182,0,0,574,574,11104,7463,2097,2097,4016,0,0,0,0,0,3275412,1635706,1034687,1701232,92,404948,3676,396635,5395512,0,0,0,0,8,701,0,0,0,0,0,0,22057724,42091,38003,711,5162952,4801,0,41149,132895,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401199,0,0,0,0,0,0,0,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,127,1,0,"2024-09-06 12:24:26,979"
14083641,3882363,2258,169481,34226,5391,7,4623,0,0,0,0,7848587,25,25,2437606,4512630,3335982,3882363,2258,169481,34226,5391,19261,38890,0,0,1325,126,799,0,799,0,683,7457,3880149,45254,213951,7,0,0,4062,0,0,0,0,0,404948,13,19346,424234,0,0,574,574,11104,11643,2097,2097,4174,0,0,0,0,0,2842927,1419728,1089227,1701452,280,404948,3676,396635,7567596,0,0,0,0,8,701,0,0,0,0,0,0,22057806,42092,38003,711,7317715,5018,0,41149,132974,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401211,0,0,0,1121311,0,243,243,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,127,1,0,"2024-09-06 12:24:36,981"
9739051,8217043,2258,169486,34221,5391,0,4623,0,0,0,0,12192286,25,25,2437606,8856329,3335982,8217043,2258,169486,34221,5391,19261,38890,0,0,1325,126,799,0,799,0,683,7457,8214838,45254,213949,0,0,0,4062,0,0,0,0,0,404948,13,19351,424246,0,0,574,574,11104,20157,2097,2097,4171,0,0,0,0,0,1974221,985905,1089227,1701500,280,404948,3676,396635,11911321,0,0,0,0,8,701,0,0,0,0,0,0,22058387,42092,38003,711,11653435,5018,0,41149,132990,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401217,0,0,0,3152927,0,775,775,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,127,1,0,"2024-09-06 12:24:46,982"
5392493,12555853,2258,169486,34221,5391,0,4623,0,0,0,0,16539679,25,25,2437606,13203722,3335982,12555853,2258,169486,34221,5391,19261,38897,0,0,1325,126,799,0,799,0,683,7457,12553646,45254,213951,0,0,0,4062,0,0,0,0,0,404948,13,19357,424252,0,0,574,574,11104,28652,2097,2097,4171,0,0,0,0,0,1105122,551886,1089227,1701524,280,404948,3676,396635,16258741,0,0,0,0,8,701,0,0,0,0,0,0,22058408,42092,38003,711,15992637,5018,0,41149,132999,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401217,0,0,0,5577759,0,1098,1098,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,127,1,0,"2024-09-06 12:24:56,984"
2776855,14449914,2257,883683,35614,5391,49,4623,0,0,0,0,19153810,25,25,2437606,15817853,3335982,14449914,2257,883683,35614,5391,20881,38927,0,0,1321,126,1187,0,1187,0,835,7457,14447707,45420,929583,49,0,0,4063,0,0,0,0,0,404948,13,19412,424258,0,0,574,574,11104,32418,2097,2097,4171,0,0,0,0,0,725205,362159,3951667,1701548,281,404948,3676,396635,18874120,0,0,0,0,8,701,0,0,0,0,0,0,22058811,42214,38003,711,18602282,5041,0,41149,133120,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401217,0,0,0,7262821,0,716240,716240,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,127,1,0,"2024-09-06 12:25:06,985"
1486071,14449924,2257,2168860,36900,5391,56,4623,0,0,0,0,20441064,25,25,2437606,17105107,3335982,14449924,2257,2168860,36900,5391,23801,38974,0,0,1321,128,1219,0,1219,0,861,7457,14447727,45446,2216065,56,0,0,4063,0,0,0,0,0,404948,13,19424,424263,0,0,574,574,11104,32418,2097,2097,4177,0,0,0,0,0,724341,361728,9097587,1701604,288,404948,3676,396635,20163604,0,0,0,0,8,701,0,0,0,0,0,0,22058831,42254,38003,711,19333900,5049,0,41149,133121,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401217,0,0,0,8195880,0,1447825,1447825,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,127,1,0,"2024-09-06 12:25:16,987"
183567,14449834,2521,3465193,38587,5391,56,4623,0,0,0,0,21740520,25,25,2437606,18404563,3335982,14449834,2521,3465193,38587,5391,26745,39014,0,0,1313,232,1442,14,1442,0,1064,7457,14447736,45529,3514229,56,0,0,4063,0,0,0,0,0,404948,13,19430,424269,0,0,574,574,11104,32418,2097,2097,4338,0,0,0,0,0,723444,361280,14290235,1701628,449,404948,3676,396635,21465335,0,0,0,0,8,701,0,0,0,0,0,0,22059422,42737,38003,711,20050241,5154,0,41149,133142,411231,83837,0,1898763,708220,0,4,2509677,97306,401020,94048,0,3,96941,2564,7,0,8,401217,0,0,0,9178920,0,2163345,2163345,0,1248,2,0,0,0,8567,47256,2810,0,0,0,5,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,49,0,0,0,0,0,127,1,0,"2024-09-06 12:25:26,988"
60257,14450174,2136,3577017,45519,5391,2,4623,0,0,0,0,23044692,16759,16759,2437606,19708735,3352716,14450174,2136,3576987,45519,5391,29211,39014,0,0,19586,232,1443,14,1443,0,1064,8611,14447687,45147,3632945,2,0,0,4061,0,0,0,0,0,405005,15,19438,424388,0,0,574,574,11104,32418,2097,2097,4338,0,0,0,0,0,724324,361720,19570787,1702116,449,405005,3677,397014,22788010,0,0,0,0,8,701,0,0,0,0,0,0,23261232,49768,39750,711,20775843,5155,0,43121,133142,1612637,83837,0,3169371,708220,0,4,2564939,1312652,401077,1295397,0,3,112561,2564,8,77,88,401275,0,0,0,9827096,0,2888939,2888939,0,1248,2,0,0,0,8567,47256,2810,0,0,0,7,8567,47256,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,49,0,0,0,0,0,127,1,0,"2024-09-06 12:25:36,990"
71399,14440330,2136,3564486,50645,5391,2,4623,0,0,0,0,24251882,70953,70953,2437606,20915925,3406910,14440330,2136,3564426,50645,5391,31958,39054,0,0,39125,232,1443,14,1443,0,1064,9383,14437864,44634,3625481,2,0,0,4061,0,0,0,0,0,414832,15,19445,434222,0,0,574,574,11104,32418,2097,2097,4321,0,0,0,0,0,723269,361193,24613531,1741452,449,414832,3681,397329,24051184,0,0,0,0,8,701,0,0,0,0,0,0,24543000,53814,39862,711,21452782,5155,0,43243,133142,2890606,83837,0,4463962,708220,0,4,2584616,2587566,410921,2563522,0,3,113681,2566,8,148,169,411085,0,0,0,10420363,0,3565875,3565875,0,4984,4,0,0,0,10614,63957,10659,0,0,0,12,10614,63957,0,0,0,0,2318202,0,2259630,2266310,2261642,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,49,0,0,0,0,0,127,1,0,"2024-09-06 12:25:46,991"
