nr_free_pages,nr_zone_inactive_anon,nr_zone_active_anon,nr_zone_inactive_file,nr_zone_active_file,nr_zone_unevictable,nr_zone_write_pending,nr_mlock,nr_bounce,nr_zspages,nr_free_cma,nr_unaccepted,numa_hit,numa_miss,numa_foreign,numa_interleave,numa_local,numa_other,nr_inactive_anon,nr_active_anon,nr_inactive_file,nr_active_file,nr_unevictable,nr_slab_reclaimable,nr_slab_unreclaimable,nr_isolated_anon,nr_isolated_file,workingset_nodes,workingset_refault_anon,workingset_refault_file,workingset_activate_anon,workingset_activate_file,workingset_restore_anon,workingset_restore_file,workingset_nodereclaim,nr_anon_pages,nr_mapped,nr_file_pages,nr_dirty,nr_writeback,nr_writeback_temp,nr_shmem,nr_shmem_hugepages,nr_shmem_pmdmapped,nr_file_hugepages,nr_file_pmdmapped,nr_anon_transparent_hugepages,nr_vmscan_write,nr_vmscan_immediate_reclaim,nr_dirtied,nr_written,nr_throttled_written,nr_kernel_misc_reclaimable,nr_foll_pin_acquired,nr_foll_pin_released,nr_kernel_stack,nr_page_table_pages,nr_sec_page_table_pages,nr_iommu_pages,nr_swapcached,pgpromote_success,pgpromote_candidate,pgdemote_kswapd,pgdemote_direct,pgdemote_khugepaged,nr_dirty_threshold,nr_dirty_background_threshold,pgpgin,pgpgout,pswpin,pswpout,pgalloc_dma,pgalloc_dma32,pgalloc_normal,pgalloc_movable,pgalloc_device,allocstall_dma,allocstall_dma32,allocstall_normal,allocstall_movable,allocstall_device,pgskip_dma,pgskip_dma32,pgskip_normal,pgskip_movable,pgskip_device,pgfree,pgactivate,pgdeactivate,pglazyfree,pgfault,pgmajfault,pglazyfreed,pgrefill,pgreuse,pgsteal_kswapd,pgsteal_direct,pgsteal_khugepaged,pgscan_kswapd,pgscan_direct,pgscan_khugepaged,pgscan_direct_throttle,pgscan_anon,pgscan_file,pgsteal_anon,pgsteal_file,zone_reclaim_failed,pginodesteal,slabs_scanned,kswapd_inodesteal,kswapd_low_wmark_hit_quickly,kswapd_high_wmark_hit_quickly,pageoutrun,pgrotated,drop_pagecache,drop_slab,oom_kill,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,numa_hint_faults_local,numa_pages_migrated,pgmigrate_success,pgmigrate_fail,thp_migration_success,thp_migration_fail,thp_migration_split,compact_migrate_scanned,compact_free_scanned,compact_isolated,compact_stall,compact_fail,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,htlb_buddy_alloc_success,htlb_buddy_alloc_fail,cma_alloc_success,cma_alloc_fail,unevictable_pgs_culled,unevictable_pgs_scanned,unevictable_pgs_rescued,unevictable_pgs_mlocked,unevictable_pgs_munlocked,unevictable_pgs_cleared,unevictable_pgs_stranded,thp_fault_alloc,thp_fault_fallback,thp_fault_fallback_charge,thp_collapse_alloc,thp_collapse_alloc_failed,thp_file_alloc,thp_file_fallback,thp_file_fallback_charge,thp_file_mapped,thp_split_page,thp_split_page_failed,thp_deferred_split_page,thp_split_pmd,thp_scan_exceed_none_pte,thp_scan_exceed_swap_pte,thp_scan_exceed_share_pte,thp_split_pud,thp_zero_page_alloc,thp_zero_page_alloc_failed,thp_swpout,thp_swpout_fallback,balloon_inflate,balloon_deflate,balloon_migrate,swap_ra,swap_ra_hit,ksm_swpin_copy,cow_ksm,zswpin,zswpout,zswpwb,direct_map_level2_splits,direct_map_level3_splits,nr_unstable,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-09-05 08:22:52,778"
-1547988,1706882,89,-92623,-35467,0,0,0,0,0,0,0,2103446,1267,1267,0,2103446,1267,1706882,89,-92623,-35467,0,-5692,-20,0,0,1201,0,534,0,534,0,459,9167,1704936,-8059,-126125,0,0,0,-167,0,0,0,0,0,393461,3,8,393469,0,0,0,0,48,4087,0,0,2218,0,0,0,0,0,-335134,-167362,2852,1573876,117,393461,2656,393669,1710215,0,0,0,0,5,970,0,0,0,0,0,0,533033,6760,42763,0,2098585,110,0,45774,126,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,0,0,0,0,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:02,781"
-3729143,3867298,89,-79834,-34971,0,0,0,0,0,0,0,4281995,1267,1267,0,4281995,1267,3867298,89,-79834,-34971,0,-5694,-22,0,0,1193,1,906,0,906,0,790,9167,3865373,-7699,-112829,0,0,0,-167,0,0,0,0,0,393461,3,14,393475,0,0,0,0,48,8318,0,0,2220,0,0,0,0,0,-768602,-383832,55924,1573900,121,393461,2656,393669,3888793,0,0,0,0,5,970,0,0,0,0,0,0,533580,6882,42763,0,4260074,134,0,45774,180,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,1059472,0,244,244,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:12,784"
-8085838,8214333,89,-79834,-34971,0,0,0,0,0,0,0,8637477,1267,1267,0,8637477,1267,8214333,89,-79834,-34971,0,-5694,-22,0,0,1193,1,906,0,906,0,790,9167,8212407,-7699,-112828,0,0,0,-167,0,0,0,0,0,393461,3,19,393480,0,0,0,0,48,16817,0,0,2220,0,0,0,0,0,-1639728,-818863,55924,1573920,121,393461,2656,393669,8244305,0,0,0,0,5,970,0,0,0,0,0,0,533602,6882,42763,0,8607581,134,0,45774,196,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,3091088,0,783,783,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:22,786"
-12422355,12543145,89,-79834,-34968,0,0,0,0,0,0,0,12974904,1267,1267,0,12974904,1267,12543145,89,-79834,-34968,0,-5694,-20,0,0,1193,1,906,0,906,0,790,9167,12541324,-7699,-112826,0,0,0,-167,0,0,0,0,0,393461,3,25,393486,0,0,0,0,48,25330,0,0,2220,0,0,0,0,0,-2506819,-1251879,55924,1573944,121,393461,2656,393669,12581764,0,0,0,0,5,970,0,0,0,0,0,0,533639,6882,42763,0,12936822,134,0,45774,204,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,5515920,0,1102,1102,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:32,787"
-15028645,14429046,89,633001,-34274,0,0,0,0,0,0,0,15578333,1267,1267,0,15578333,1267,14429046,89,633001,-34274,0,-4190,10,0,0,1193,1,906,0,906,0,790,9167,14427105,-7699,600711,0,0,0,-167,0,0,0,0,0,393461,3,31,393492,0,0,0,0,48,29041,0,0,2220,0,0,0,0,0,-2885279,-1440878,2910164,1573968,121,393461,2656,393669,15186343,0,0,0,0,5,970,0,0,0,0,0,0,533676,6904,42763,0,15536391,134,0,45774,209,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,7219856,0,714898,714898,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:42,788"
-16327963,14429054,89,1927947,-33009,0,0,0,0,0,0,0,16875315,1267,1267,0,16875315,1267,14429054,89,1927947,-33009,0,-1250,58,0,0,1193,1,906,0,906,0,790,9167,14427108,-7699,1896830,0,0,0,-167,0,0,0,0,0,393461,3,36,393497,0,0,0,0,48,29041,0,0,2220,0,0,0,0,0,-2885900,-1441188,8095008,1573988,121,393461,2656,393669,16485578,0,0,0,0,5,970,0,0,0,0,0,0,533728,6944,42763,0,16302926,134,0,45774,209,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,8182393,0,1481430,1481430,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:23:52,790"
-17609495,14429066,89,3204052,-31587,0,0,0,0,0,0,0,18153676,1267,1267,0,18153676,1267,14429066,89,3204052,-31587,0,1642,104,0,0,1193,1,1084,0,1084,0,966,9167,14427113,-7512,3174458,0,0,0,-167,0,0,0,0,0,393461,3,42,393503,0,0,0,0,48,29041,0,0,2222,0,0,0,0,0,-2886701,-1441588,13205396,1574012,123,393461,2656,393669,17766158,0,0,0,0,5,970,0,0,0,0,0,0,533773,6984,42763,0,17007160,145,0,45774,209,414327,105838,0,1908536,707539,0,6,2478938,137137,391349,128816,0,0,108452,2270,12,0,13,392801,0,0,0,9099897,0,2185646,2185646,0,3274,12,0,0,0,88002,137986,7368,0,0,0,10,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,"2024-09-05 08:24:02,791"
-17780560,14409845,87,3379817,-26614,0,0,0,0,0,0,0,19409170,24269,24269,0,19409170,24269,14409845,87,3379817,-26614,0,4467,165,0,0,19478,2,1120,1,1120,0,969,10003,14409041,-8169,3354082,0,0,0,-170,0,0,0,0,0,411395,3,48,411443,0,0,0,0,128,29057,0,0,1152,0,0,0,0,0,-2882725,-1439603,18313908,1645772,192,411395,2658,394048,19046465,0,0,0,0,5,970,0,0,0,0,0,0,1650200,12755,44817,0,17711014,212,0,48151,311,1529851,105838,0,3154718,707539,0,6,2616396,1245861,410420,1225269,0,0,109454,2270,12,67,86,410733,0,0,0,9951865,0,2888641,2888641,0,3274,12,0,0,0,88002,137986,7368,0,0,0,14,88002,137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,"2024-09-05 08:24:12,793"
-17768008,14409875,87,3361996,-22457,0,0,0,0,0,0,0,20651335,62664,62664,0,20651335,62664,14409875,87,3361996,-22457,0,5936,163,0,0,38217,2,1146,1,1146,0,995,12949,14409052,-8659,3340457,0,0,0,-170,0,0,0,0,0,411395,3,55,411450,0,0,0,0,128,29057,0,0,1158,0,0,0,0,0,-2884989,-1440733,23433160,1645800,202,411395,2662,394175,20329098,0,0,0,0,5,970,0,0,0,0,0,0,2958413,15896,45011,0,18394528,223,0,48413,311,2823287,105838,0,4458295,707539,0,6,2621699,2544135,410420,2518705,0,0,115648,2322,12,142,169,410733,0,0,0,10361471,0,3572114,3572114,0,16574,1439,0,0,0,200672,331826,36197,0,0,0,18,200672,331826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,"2024-09-05 08:24:22,794"
