Node 1 MemTotal,Node 1 MemFree,Node 1 MemUsed,Node 1 SwapCached,Node 1 Active,Node 1 Inactive,Node 1 Active(anon),Node 1 Inactive(anon),Node 1 Active(file),Node 1 Inactive(file),Node 1 Unevictable,Node 1 Mlocked,Node 1 Dirty,Node 1 Writeback,Node 1 FilePages,Node 1 Mapped,Node 1 AnonPages,Node 1 Shmem,Node 1 KernelStack,Node 1 PageTables,Node 1 SecPageTables,Node 1 NFS_Unstable,Node 1 Bounce,Node 1 WritebackTmp,Node 1 KReclaimable,Node 1 Slab,Node 1 SReclaimable,Node 1 SUnreclaim,Node 1 AnonHugePages,Node 1 ShmemHugePages,Node 1 ShmemPmdMapped,Node 1 FileHugePages,Node 1 FilePmdMapped,Node 1 Unaccepted,Node 1 HugePages_Total,Node 1 HugePages_Free,Node 1 HugePages_Surp,timestamp
66055084,65018568,1036516,0,123516,545072,2872,83508,120644,461564,604,604,0,0,595120,127440,74864,11692,6392,7592,0,0,0,0,35444,87904,35444,52460,0,0,0,0,0,0,0,0,0,"2024-09-05 08:22:52,778"
66055084,65110208,944876,0,125420,545684,2868,83816,122552,461868,604,604,0,0,596984,128292,75104,11696,6440,7356,0,0,0,0,35636,88564,35636,52928,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:02,783"
66055084,56386556,9668528,4,126812,9239876,2868,8726384,123944,513492,604,604,0,0,650028,129664,8717752,11696,6440,24280,0,0,0,0,35636,88576,35636,52940,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:12,785"
66055084,38960028,27095056,4,126812,26627532,2868,26114040,123944,513492,604,604,0,0,650032,129664,26105396,11696,6440,58276,0,0,0,0,35636,88576,35636,52940,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:22,786"
66055084,21614244,44440840,4,126824,43943264,2868,43429772,123956,513492,604,604,0,0,650040,129664,43421060,11696,6440,92328,0,0,0,0,35636,88584,35636,52948,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:32,787"
66055084,11189064,54866020,4,129600,54337240,2868,50972408,126732,3364832,604,604,0,0,3504188,129664,50963696,11696,6440,107172,0,0,0,0,41652,94720,41652,53068,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:42,788"
66055084,5991792,60063292,4,134660,59517056,2868,50972440,131792,8544616,604,604,0,0,8689148,129664,50963700,11696,6440,107172,0,0,0,0,53412,106672,53412,53260,0,0,0,0,0,0,0,0,0,"2024-09-05 08:23:52,791"
66055084,865664,65189420,12,140348,64621968,2868,50972448,137480,13649520,604,604,0,0,13799660,130412,50963712,11696,6440,107172,0,0,0,0,64980,118424,64980,53444,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:02,792"
66055084,172800,65882284,20,160200,65274120,2856,50971620,157344,14302500,604,604,0,0,14472300,130412,50962888,11684,6488,107220,0,0,0,0,76116,129820,76116,53704,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:12,793"
66055084,222208,65832876,36,176636,65204032,2856,50971660,173780,14232372,604,604,0,0,14418728,130492,50962912,11684,6488,107220,0,0,0,0,87236,141116,87236,53880,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:22,795"
66055084,169092,65885992,36,188236,65227900,2856,50971740,185380,14256160,604,604,4,0,14454596,111972,50962964,11684,6488,107220,0,0,0,0,98700,152756,98700,54056,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:32,796"
66055084,255716,65799368,36,196684,65121984,2856,50971356,193828,14150628,604,604,0,0,14357548,111008,50962548,11684,6488,107220,0,0,0,0,110060,164300,110060,54240,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:42,798"
66055084,181876,65873208,36,203128,65180908,2856,50971356,200272,14209552,604,604,0,0,14422912,107692,50962560,11684,6488,107220,0,0,0,0,120428,174820,120428,54392,0,0,0,0,0,0,0,0,0,"2024-09-05 08:24:52,799"
